Task,Iteration,R2,RMSE,MAE,Source_Macro_MAE,Source_Macro_RMSE
UTS,22,0.435480639156434,72.2598408130756,50.40271873664734,46.72203767666976,49.54185574191387
UTS,23,0.470383897017563,72.67563010191644,54.28770638089065,52.0109531432052,56.188959785222146
UTS,24,0.551306694166872,68.75638403148498,48.58905183683111,45.100427241098906,48.90579027497636
UTS,25,0.5357696035750683,69.99364553289352,47.870213973323,45.69458484521904,49.40730058319544
UTS,26,0.5208257107560825,63.49631371255179,45.3284921518015,46.45358230661235,50.07908199637028
UTS,27,0.4753683144096088,66.90969812097009,47.911712486371215,49.04557798281026,52.68951010759085
UTS,28,0.5804404026888335,66.89274767187615,50.280564913667476,47.27950700030893,50.83806682130991
UTS,29,0.5285215045178193,65.1633919492391,45.7619377595102,42.717179768584906,45.686402130400424
UTS,30,0.6060873455747167,66.12433917135012,47.619411947380065,45.46465619308294,48.82365535284358
UTS,31,0.5372834396594167,66.05605797676701,46.87335215504573,47.84821349697772,51.047578274211666
UTS,32,0.481787310363212,77.20814459771556,54.51365008261333,50.89585478509354,53.627706436344816
UTS,33,0.42622945216023145,74.30981945028856,53.946595374375356,50.0166605998963,53.50478676771389
UTS,34,0.448280242567508,67.2966214635011,49.029844042736244,44.030582203924546,46.80984777115105
UTS,35,0.48574517978756626,64.47075147024154,48.408460620454186,49.11850927589314,51.738638425488865
UTS,36,0.4435619823392375,71.77508292757157,51.08784369785947,47.34308083427483,50.43349772292042
UTS,37,0.5580309040922367,74.59900257514049,51.72901234584291,49.68794712143525,53.576627707546514
UTS,38,0.41690619429957987,78.79059087751153,55.337976341302436,49.17691398097593,52.7083281168738
UTS,39,0.43882478686219806,77.45073462949196,56.77277485637016,53.91958580334381,57.70066311530359
UTS,40,0.4447623172673074,68.28789187376715,48.31862407516568,48.46953413629144,52.53609881094327
UTS,41,0.5052012710775329,63.950491042562426,46.34448649002592,48.03886580216523,51.04816100755657
UTS,42,0.5704280364914474,70.4187659430452,49.64157452363858,46.36013401067787,49.85818776164961
UTS,43,0.534706114059537,69.68608034244455,50.04674405790469,47.022116983393396,50.33555032413075
UTS,44,0.48802217195011466,70.9062215477243,51.8314914075446,50.123148177678694,54.27036275144384
UTS,45,0.5314713877113506,68.8199326610094,50.71047177536737,46.419057347624154,49.1763318356276
UTS,46,0.5288569320668262,70.19548738752529,49.73467967105138,48.33187914457972,51.98445941565382
UTS,47,0.5567640765359896,70.00955997157013,52.03887027759155,47.00657989037742,50.0246544840654
UTS,48,0.5370922269683064,62.84918465799831,44.65809217224552,45.62744427629647,48.71239229453842
UTS,49,0.505547306575611,68.71259645379165,48.28423071944194,48.81778689861246,52.37002656981871
UTS,50,0.5284440880098589,63.90407239018433,45.13534997104861,44.81847192340938,48.159457578921206
UTS,51,0.5388735355059754,68.45578650784682,49.46727972499926,48.28425213617181,51.571134141319135
UTS,52,0.44867855853831873,72.91350769985709,53.057951014165035,50.771112824561676,54.18873155261478
UTS,53,0.4550605257982351,72.88831903948966,51.58667188941607,51.992151173959286,55.35441281219527
UTS,54,0.5155554118446435,70.28283754215056,49.35486338181898,44.50372169526562,47.762779406741295
UTS,55,0.5787963661519797,63.50251927352089,44.69662458788127,45.200248483648465,48.67988050931517
UTS,56,0.5899165168717925,60.377778496734,45.504323982849485,43.9906636528831,46.689222640709666
UTS,57,0.487335268221325,65.73985933684757,47.30443938650219,47.286905969629004,50.962133885497174
UTS,58,0.5384209978084524,70.75146914160784,50.51659411582309,45.95476153057855,50.17052041970054
UTS,59,0.5676849682602059,64.71483026176925,45.51725219756134,42.274799479220185,45.85558102308878
UTS,60,0.5982979973930083,71.68508224162538,52.46550238238903,49.750773537731064,52.658847840955644
UTS,61,0.4549659859992906,68.03184790573609,50.922325375417905,52.427249861096534,55.20367500644167
UTS,62,0.5401586471071713,70.79096763516023,51.58043950164577,48.1325424195726,52.32695091675425
UTS,63,0.5458037898423453,67.99171635717474,49.186350427988856,47.496933434456835,50.16348078165442
UTS,64,0.512203185271316,68.97410449953182,50.55784879399603,47.58045753771141,51.28728655425089
UTS,65,0.5414546388817283,71.08328830053988,49.031312177807514,45.172357453910756,49.42130557592476
UTS,66,0.3992183621130183,73.7215059968715,51.54586930952244,50.08278408383785,53.978079727667364
UTS,67,0.5333100093196292,68.40958747069664,46.92296611666653,45.55760833054294,49.0207866520161
UTS,68,0.5610296476587209,72.68556021090728,52.0391061355484,44.51608414912347,48.05208797314405
UTS,69,0.4963724627610069,69.4429416102044,50.70097355714743,48.00139144102816,51.88189627393143
UTS,70,0.5269713894342489,66.71478518139392,49.19894455759444,46.77597517925912,50.24933306286256
UTS,71,0.49323196290433,70.84867234159694,50.070873220705764,47.21970459185578,49.91056149841066
UTS,72,0.4402782204773553,69.84975938731347,49.72644609080388,52.17485406393326,56.026769982474505
UTS,73,0.48570364551920053,69.90627199512562,50.410715910545896,48.04858029458468,51.448258819595054
UTS,74,0.5076515742586349,66.47715130279104,47.67288134625288,47.305990542201585,51.06427300108624
UTS,75,0.5407517220979139,74.02077780406178,53.41454958239544,51.11533281115162,54.704741611443076
UTS,76,0.5107438600053213,70.66806576122657,50.79351083205799,46.80132905759506,50.08394958315886
UTS,77,0.5196023066563322,79.19563855391252,55.8265589329954,45.51822894377842,48.534424024507324
UTS,78,0.495421440562943,72.57570543704938,51.8714177664962,47.761860960089976,50.83112569528256
UTS,79,0.5379598516757804,66.37053823434707,47.68949076854968,46.35208776543262,50.101463295467106
UTS,80,0.4608267305692718,68.22865222318961,49.14920024955498,48.64265074005481,52.58362137044422
UTS,81,0.5900564698647084,62.25827871484657,44.877303830960855,42.782012605486464,46.37872161837721
UTS,82,0.5096616013603326,65.90057039616609,48.5214396289659,46.16079742425586,49.74950134187952
UTS,83,0.5788224573557946,67.91009121085791,49.41516702584626,44.74719714997128,47.8709428375076
UTS,84,0.5709652446713483,68.9796283003635,47.915126845057685,41.935716364775224,46.01069411828076
UTS,85,0.4685055543561435,75.68152792393046,55.189985529731345,50.28575987318529,54.08130567326707
UTS,86,0.4805527765649076,68.91667173515573,49.08142244047226,49.00047873768001,52.975091561754006
UTS,87,0.5668151830264285,62.45616867247338,44.695839113227976,46.83990098865077,50.76421293841024
UTS,88,0.5373021305138757,60.281480029963774,43.889279031223815,44.88697667396168,47.630295269034114
UTS,89,0.4817084739116204,72.71423278747973,50.145278164709936,45.054891336700116,48.410799445561835
UTS,90,0.46667161438507565,76.4453511581535,55.42530230021659,51.36485454921982,55.37081956435192
UTS,91,0.5826083777516722,70.30938204278831,51.68930386931206,48.33098116976919,51.922985095203074
UTS,92,0.5425998870250587,66.57022919936438,47.90634907353309,43.62106747387247,47.64451486083585
UTS,93,0.5321939179174058,69.61494568364142,50.515847218829734,45.37830907733265,48.096267716498744
UTS,94,0.510652555003909,75.55419735006468,55.38285600159803,48.232259120736366,51.94101499617592
UTS,95,0.5893123365588571,69.31978993929802,49.397169930157176,44.47902245175995,47.44400637460578
UTS,96,0.566063461579411,75.02288084809902,53.4580889585941,46.00264981937017,49.36191055016913
UTS,97,0.5182793415781708,73.49657695053169,54.659145350197846,46.595074787327654,49.66353212000104
UTS,98,0.4644740347973243,68.1238669668665,48.85681238096779,45.88760015067687,49.21696412864429
UTS,99,0.45292334275995016,66.57922533784729,48.254772506474325,47.13411410477248,50.45230539714375
UTS,100,0.5023221005920914,67.49201928567916,47.84448258211179,48.393818975387326,52.301060708926066
UTS,101,0.46601435818766834,66.19811625022767,47.83174468840411,46.411972550493054,49.79146450931629
UTS,102,0.4611225661446806,73.34963364943198,52.94735585662071,51.08743914553401,55.17829249820216
UTS,103,0.48070388694197264,70.16451248273857,51.45004830258163,50.37053753414995,53.650102588991615
UTS,104,0.530454031752237,71.46171170345464,51.32100542962198,47.95920127395771,51.62988045992682
UTS,105,0.567180589623767,64.22475122758637,46.18542726393956,45.4861783515182,48.97896771717447
UTS,106,0.509728332338764,71.47873947424019,51.6527362613113,46.853930005319484,50.65412624559193
UTS,107,0.5644648836656756,60.54100953223985,44.07920343209706,45.30536385632686,48.11359111622906
UTS,108,0.4506911651906844,71.61797014588018,50.364064476072755,50.59054992254918,54.12565594208555
UTS,109,0.590937437829534,74.32661677080623,54.01327042368575,47.41574719145439,50.846361377081635
UTS,110,0.5085112179412519,69.40985169321462,50.43503197621447,44.56183859092442,47.80137780854688
UTS,111,0.5734001159257273,65.794998271372,44.150421475894014,44.010337360546735,47.54309396595338
UTS,112,0.6350788489860724,61.75304174167001,46.12691314977939,41.34460212589398,44.39775143145358
UTS,113,0.4303995596117006,67.04771940217401,48.021108793141316,44.88217621722746,48.39366818572297
UTS,114,0.5118799235688869,75.12609202341895,53.369701075699396,50.31290605025266,54.032623644776784
UTS,115,0.4466772494289888,72.72682483201054,51.01747146358505,48.78778922260035,52.40795029636363
UTS,116,0.5596075509687175,68.17654694752142,47.812312124723476,47.374421652525015,51.50210804546785
UTS,117,0.5274781698251614,71.71048598680363,52.70331933498576,48.63152911547115,52.46474632122457
UTS,118,0.5245227074634256,66.87879282980101,47.67096992658366,46.313160515879524,50.10026942161833
UTS,119,0.602319798170217,68.72080323353286,51.243473025670625,47.65696366933721,52.07298648823593
UTS,120,0.5064083174976852,63.00539710886271,46.97022067922938,46.7625895238818,49.466565679204635
UTS,121,0.3768060495245772,75.77443941698964,54.40899428915185,48.64406390323502,52.4825814378917
UTS,122,0.5263163840886534,69.04079992574248,50.31958621042621,47.447703855723674,50.50595649572512
UTS,123,0.5908904364062059,60.1244761714412,43.48826031386125,45.28229880062769,49.11355535724553
UTS,124,0.46011916902006145,74.43767580412417,51.78197016105665,46.325589555472256,50.06375846549012
UTS,125,0.47731390984907884,74.14767793432141,53.244663569785246,48.70561929780238,52.427224778404245
UTS,126,0.5349054111654243,73.19631058993025,51.83765559586855,46.34680383466423,50.0721117346674
UTS,127,0.49625840957961787,72.22227137576391,52.65969098072097,48.69463263840565,52.098248196660464
UTS,128,0.48478680156445764,64.75883388991663,46.09491032363155,48.49376433455245,52.162537845078816
UTS,129,0.5426441592579846,66.60880261344884,49.33923489349401,50.17046612745367,53.788997397946005
UTS,130,0.5668944055370096,64.31736612157668,46.35250544047335,44.20984968401196,47.46813733174387
UTS,131,0.4528432809856936,69.96121844051443,48.56377192084424,45.82688916596283,49.21912305578967
UTS,132,0.5073482334374722,70.05825516444553,50.339393662355995,48.21115587606847,51.36149836226169
UTS,133,0.5861886153083387,75.3341183319683,55.87644694486137,48.237520096746195,51.5887505603582
UTS,134,0.5728098741308884,68.21946343746914,48.79734583183665,43.41674093100239,47.042782826641194
UTS,135,0.4805022947159152,71.14751694683484,53.274069127192085,48.0426990631787,51.11250326467907
UTS,136,0.5545938798499366,65.74102719558849,48.762674238532504,46.90639422807788,50.21511647032519
UTS,137,0.47578743976376026,72.02267962278671,50.41975916302873,47.63538446997429,50.72539234924102
UTS,138,0.5688080119879855,65.89365976729272,48.05504183697969,43.093713042391116,46.07824391129794
UTS,139,0.5205062389298285,75.52026958712783,56.23193370208341,50.89928861448977,55.1142187574042
UTS,140,0.5800155525855484,54.84773105084911,41.08594628632146,42.39388122874156,44.83955911286465
UTS,141,0.5688332621012478,68.42487448320126,49.812823900266,48.67012614028381,52.07769267814597
UTS,142,0.557469803159334,68.57059962858898,51.064168216725186,46.98729362561107,50.854814388504714
UTS,143,0.4316063037001594,80.20876640851705,56.794330237812765,49.30237682388555,52.70490214301518
UTS,144,0.5423873750432727,66.43186064773006,47.14866372398599,45.65040551660355,49.17928409264637
UTS,145,0.5765651786341592,67.30998379318288,48.138717860475474,46.054901908226995,49.25078668303903
UTS,146,0.4796600523642547,72.50877319619673,50.97925396197774,44.36016694090628,47.64537787939383
UTS,147,0.4978737541004753,64.19187440769727,46.46647845730661,48.639324758546024,51.82593319397374
UTS,148,0.5338152795860558,63.5025603195424,45.749188468031605,44.51993876247793,48.22087503536295
UTS,149,0.5528241319151792,73.46106193628685,53.79873585963794,48.25453887119631,51.92317304636017
UTS,150,0.5746707514468085,64.34566334108203,46.746086376954,43.268572636533804,46.973758970205964
UTS,151,0.5897678384511185,68.8119692183084,50.19318828100907,47.871955912503296,51.576937391425
UTS,152,0.6239906498598426,66.17786352633676,47.25522005481003,44.07094736355424,47.83047118211416
UTS,153,0.5657063370061761,72.83188554714665,53.436621513437366,51.41207130292299,55.0693862625642
UTS,154,0.539297124139257,72.62507248419158,54.670192659551894,47.48458151925369,50.80060216994658
UTS,155,0.5469353788518747,71.86076146663524,52.09412397074146,46.644256240106614,50.581016537047056
UTS,156,0.5665384962608699,77.04211618936849,56.97266467915781,48.18278754743333,51.48638882892285
UTS,157,0.578617099001529,73.88131134680019,53.61187258424617,48.14398394492898,51.67589026727695
UTS,158,0.38828536425549853,78.78858731747488,55.084617211808315,48.01202236058816,51.94227350980513
UTS,159,0.5704472720971223,68.6927834940541,50.448915078216835,47.03336864670841,49.939786753305434
UTS,160,0.5276111407236997,75.7709158805164,53.62568997784267,48.25710184667195,51.30590286103105
UTS,161,0.5292740997338816,71.25488704175467,51.70622416858687,49.28485497881575,52.65875468367337
UTS,162,0.5529545372718494,67.92018316200382,47.60134578140453,45.29877884223348,49.362576182097
UTS,163,0.4791857697240127,66.40838865609346,47.451190508908745,44.50499330836438,47.55267672832911
UTS,164,0.5456598938709527,62.02202421502293,45.078139980949786,45.78515072317842,48.99510549407196
UTS,165,0.5700465263716519,74.2376769983461,53.500792407831064,48.8992334064234,52.85369215714963
UTS,166,0.5772284635585321,66.3419575120435,48.104038311050026,48.3926676806895,52.27177682375886
UTS,167,0.5211700528520201,69.04086698333873,50.15657826258719,44.63464086962456,47.88428711548351
UTS,168,0.44526589478616974,68.57812534788741,50.000330277701686,48.571541520150205,52.23247373373174
UTS,169,0.5494281464476272,61.59592922630594,45.79375574546288,43.92360407053109,46.92783976027641
UTS,170,0.5427344104619116,79.21563598678924,58.60935448142831,49.89018887991447,53.42103763517901
UTS,171,0.48930038485933103,78.47785185311639,56.063097877494826,47.54082624620869,50.76215225876073
UTS,172,0.4878244628464231,68.08695020745321,47.93537263542544,45.40206389386672,49.3535911517382
UTS,173,0.5155623197995862,75.35525813998187,55.50540777205761,52.69049046011072,57.03722482540311
UTS,174,0.572901399321281,67.14986864560869,48.66509680671612,46.243768262843595,50.056976851106356
UTS,175,0.4433056079094646,70.03160040917174,49.62311606057568,48.45173583552292,52.22542036091586
UTS,176,0.5462838089307986,66.77518747633476,47.480688941760135,47.97382019878829,51.655650913565545
UTS,177,0.4846277420125108,70.778142337014,52.053625220158665,49.19503416781623,52.37538105796875
UTS,178,0.560389466168958,62.15167628214939,46.08853893300259,44.01871932641175,47.073649466311416
UTS,179,0.5105891583584136,67.73232188912354,48.506740595476415,45.94956717383965,49.80004524144271
UTS,180,0.4729485194449575,75.10056568755117,52.8975384033543,47.45828787670799,50.95003130853885
UTS,181,0.5098846833585158,67.75163619123785,49.18391735972432,50.41342343391841,55.214678093853884
UTS,182,0.5258237857668464,67.51820930265144,49.573079163032936,44.67026603407198,47.57244204209133
UTS,183,0.5425284888856203,70.07850850884319,49.13484817099712,49.615439288259665,53.00148505936104
UTS,184,0.6086896495487872,63.29959426066886,46.784994889928534,42.48195148109511,45.37222060283705
UTS,185,0.4554836484848055,71.21687089959832,51.946535153497294,49.58365490339725,53.87485085301502
UTS,186,0.5471952306571797,70.19201025040243,49.00401018581071,42.6667704572308,45.78875329848887
UTS,187,0.5203525042748718,68.74628376540552,50.14703725165676,44.56904060141904,48.01029913539973
UTS,188,0.5448125864207316,69.14479292386999,50.148905131851194,47.77702152826546,51.91156002347333
UTS,189,0.49897326637139516,76.44696284751183,53.9678735301127,45.92860054549408,49.07121575906836
UTS,190,0.5157103660274959,66.27086592801918,50.774487465911065,50.46874986873332,53.359283349741254
UTS,191,0.5621753389986384,62.357007458344455,46.09955124515284,40.866460358145055,44.007456988780696
UTS,192,0.5806253055597634,69.77941878204726,52.273494463427,51.016859470909075,54.37878700449195
UTS,193,0.5530757774501269,64.54353467828216,48.35129348317337,47.90638872225294,50.27786156516124
UTS,194,0.5695564754066682,73.32321185028826,53.26102990361444,48.2779741638609,51.90143519810876
UTS,195,0.43673661794013685,72.20038144106425,51.40123338802543,51.815144613535516,55.983121179332116
UTS,196,0.5521702351893147,64.53892647013066,46.27565682011792,45.18189913963274,49.04687273681496
UTS,197,0.4743913656257345,69.88671610761043,50.2113667272814,48.95830264521597,52.16643174699997
UTS,198,0.4509501714926444,70.17412781919286,49.772257851189686,48.36162503140173,51.9609545503281
UTS,199,0.526381080430735,67.02368138788727,49.166165567511555,47.42226428170151,51.088489842820024
UTS,200,0.6259819658165595,59.84162014429824,44.311958952586586,40.93053751344809,44.03204028142676
UTS,201,0.43960469340864117,71.31553098825735,51.037972420502705,46.686042560588966,49.82861989426607
UTS,202,0.5673832904784932,67.04962872988472,48.91516496515109,48.024997735745856,51.28952588834684
UTS,203,0.561526892455585,71.14593234115792,51.667350436511015,47.06017882686723,50.47566063046475
UTS,204,0.4669938302686295,72.15812215287092,51.703321317737576,48.55289256034888,51.175393802499215
UTS,205,0.5275063632092707,60.985551472370126,44.58358394394776,45.566455651521274,48.79882280211657
UTS,206,0.49344023275461435,69.5265292766108,52.61502054918301,47.310304974030814,50.757113569137346
UTS,207,0.5487102218849085,68.40472762171912,47.602543459520334,48.54671946000355,51.96780479266268
UTS,208,0.5842944971333308,62.464219831714566,46.084263964927075,49.01917079468365,52.49329037415865
UTS,209,0.5304258687415504,68.70619818596458,49.366506247737135,45.71037330791085,50.19215823094698
UTS,210,0.5894658179766892,65.62680345760938,48.768390387907495,45.39458004819311,48.65535154379126
UTS,211,0.4515249102193546,75.98313060734463,54.25877309198982,48.59071620682872,52.09995169036321
UTS,212,0.5899874133112859,62.66629672587974,45.998962523712905,46.053738457339115,48.45869466162786
UTS,213,0.47297540371186597,70.85818655072205,52.05579171869183,48.47757503230249,52.56062453087921
UTS,214,0.5279838655922962,71.46635303111827,50.59283090114184,46.123772448676746,49.77899551832295
UTS,215,0.5181610470876057,66.33337773080444,47.31323399192863,46.75586878756296,49.43827476126892
UTS,216,0.4607778717047667,75.54341768431667,53.39943190980957,50.010284424718826,53.54498148630334
UTS,217,0.5741064587323685,74.72350684426165,50.69989522630762,46.35032529984076,50.06106347456171
UTS,218,0.560977476458253,66.57548413009869,47.71692507803142,46.60211857039476,50.11532119442459
UTS,219,0.40789594001404383,70.05025268930696,51.38787732010491,51.67844439397185,55.01510689071212
UTS,220,0.5306169305589397,69.8653356096521,51.04310749130398,48.088463953095996,51.460217375469995
UTS,221,0.5887556290424443,62.23845751346764,46.549571953074846,44.26408737819275,47.574753646940074
UTS,222,0.5178739590697408,62.15993327201988,45.54084582243767,44.77942998157455,48.59029570294029
UTS,223,0.5614173434976926,73.36765564468286,53.28780920604236,47.13074065947422,50.274667347133935
UTS,224,0.5013382924357039,73.74487771041697,52.38186328053631,45.58609463337953,48.553429267928756
UTS,225,0.598364084680032,61.49514327201531,46.16601578893314,45.10230860771965,48.152941352630044
UTS,226,0.5387552793131423,71.23416141505444,52.959914430016084,49.09885774002585,53.268774744484496
UTS,227,0.5250126839741944,75.82603335257318,55.05722155424634,49.36027077109727,52.76856353106925
UTS,228,0.5435119421015493,70.96789874541602,51.487235947077124,47.00221762730621,50.61994354060807
UTS,229,0.5340539348400155,73.86916653979672,51.84625714636427,45.78134117808517,49.56458639337776
UTS,230,0.5139033934922554,67.56848993489407,50.11166146594448,48.28331527366865,51.7802151992277
UTS,231,0.461404318049096,70.8827276622619,50.092476917533965,44.74975244986354,47.58345165260895
UTS,232,0.586403602006654,64.04528883944064,47.70317478961489,45.99399302292351,48.93767246151588
UTS,233,0.5048434785312539,68.41148614012022,47.81323069524661,50.66003883224473,54.25056048656834
UTS,234,0.45874891875449175,68.33728846546428,48.6176998146024,48.57485599560973,51.664678755752
UTS,235,0.40986931813492233,67.88846433710161,48.77370097576911,45.97639633403429,49.58486830179247
UTS,236,0.5359123247730405,77.55082974544582,57.711923265228144,54.477641574861565,58.01370175509028
UTS,237,0.5229977963610919,73.35669861120309,54.03424320801374,49.2970064172391,52.63238807680966
UTS,238,0.6091801210509984,63.839961226238856,47.14718313922512,46.75438440788934,50.32590417609584
UTS,239,0.4508793529004457,73.53418166839438,53.694923705967504,48.22568061173217,51.527869189082715
UTS,240,0.46560664598927315,74.18772135216079,51.09457158362549,47.26873141238971,50.94729786986813
UTS,241,0.5803345715740535,68.35699317565134,48.95502300004561,43.99005901893853,47.52810572741345
UTS,242,0.500537885254525,61.6616633083766,45.786690937901355,46.10219929948007,49.17858991828551
UTS,243,0.42152113822697357,80.63941010939494,57.021771553325536,49.250473369812205,52.73265531981123
UTS,244,0.46837961222590874,75.86091664981716,54.069254449405655,47.252047619444056,49.812887242597675
UTS,245,0.40013024636475225,75.37423498793612,53.73831237252312,48.92391951408936,52.41786208242604
UTS,246,0.5655449994830672,61.8583009862006,45.9169591608066,44.22251547230964,47.45172970763353
UTS,247,0.5385923314811424,67.51736938280564,48.86023801632568,46.51915463904179,49.74654758066055
UTS,248,0.4801220405910944,63.96950906200335,46.92359082561456,45.37202640864721,49.00770726143496
UTS,249,0.5769194752973842,65.88742549526879,47.97056746420693,44.583835989337416,47.77429268278636
UTS,250,0.49261679756596166,67.23332854499378,47.4363013677438,44.89465692071615,49.296572758118856
UTS,251,0.48230597674580855,66.15575423269345,47.3251080646116,43.12934869090949,46.228592285691214
UTS,252,0.6006107468562114,69.50944758468052,51.28631237734726,46.830421406674674,50.568564188419856
UTS,253,0.5340593515024976,65.57786385488214,47.13961464841359,45.259507703138624,48.53037221654594
UTS,254,0.5177766622690805,70.68472863314452,50.03067827761281,44.77408866911208,48.13982201108198
UTS,255,0.5005002313171107,65.09273182979014,45.927763645978224,44.18440821679852,47.31846018361669
UTS,256,0.5232897193027075,76.74927395520164,55.901547385140695,48.884586566646696,52.86805470996585
UTS,257,0.5776910265483152,62.78070296670541,45.619866560227464,44.25537340611081,47.98650658674239
UTS,258,0.5803788067275313,72.84261676533096,54.578233088692016,49.311153918402795,53.2196064293383
UTS,259,0.5255240807738184,69.92533607610625,50.67464789545474,46.705434188141496,50.27774024352857
UTS,260,0.6001994948572089,65.34557241826742,48.762125769039294,46.18856565903004,49.87736286786507
UTS,261,0.5097985337368665,71.99711886993502,50.917493267924414,46.58737624746128,49.89935430615085
UTS,262,0.5882012548427853,67.6603222994894,49.48781329877272,46.651142982755516,50.34305472560884
UTS,263,0.5446058987459981,72.83077842708488,52.9632662634654,48.84731998384809,52.54347693065753
UTS,264,0.5033149983461827,72.60544495557305,50.15794243267024,49.361348708766435,52.94689822468873
UTS,265,0.43522077195934883,69.77743638899204,48.983243949127285,48.86575322869031,52.662219593999495
UTS,266,0.48627904437477176,66.18227370335833,49.00076802048148,51.05423245267604,54.27275258098161
UTS,267,0.4930310906161326,74.74211087186387,52.63605375086601,48.377908460824024,52.96160228025726
UTS,268,0.5588923914921589,64.85948558006942,46.96776173003126,46.488200305511725,49.82076903134832
UTS,269,0.52926790690175,62.76816938890788,45.63169571887111,44.567026222518656,48.2929159122733
UTS,270,0.49648001325188174,69.75261227644522,48.32354744844374,45.491746403467054,49.4270665718766
UTS,271,0.5793530727417755,63.75571616512817,48.85488324293862,48.21108032093976,50.77920861498903
UTS,272,0.5548277189536102,68.58481540982406,49.39854601385238,46.69368377554735,49.862224839278106
UTS,273,0.4844433559570718,75.21184058370986,52.515964883648735,49.01559409832231,51.85783108180071
UTS,274,0.5418050926172132,68.92098345347618,49.42833675539695,44.93819768525622,48.18649837167257
UTS,275,0.5700512651441836,73.01854733781789,54.35086775638646,49.242929380588045,52.95702038076875
UTS,276,0.5580247743356511,75.69433489090152,54.96958878544806,49.74277114351545,53.959166289366856
UTS,277,0.5901573630042064,70.18969294982088,50.10244663545674,45.70042846682051,48.747598821571906
UTS,278,0.5751453682091305,78.53735717757192,56.98041735522132,48.293641799364565,51.75167683568453
UTS,279,0.5474034854853116,67.43204559178086,47.7585017981049,46.11843576565167,49.78955277520186
UTS,280,0.55619424671389,69.32464466348341,48.85196524704868,44.86708835189313,48.987903220113886
UTS,281,0.5848081889063449,62.61329323264073,46.09828659902613,43.37562879721127,46.329760545490196
UTS,282,0.5789169831025276,65.06479665552888,48.69635739557397,44.67550673420033,47.63613245978256
UTS,283,0.5842527440551559,68.35396185325736,50.75225854294417,47.75187694735803,51.60371290740513
UTS,284,0.5106095371683461,70.77163022970198,50.367993148276256,47.48029391812363,51.160824937002246
UTS,285,0.5564358677219141,71.53131482534178,51.38876255715208,44.89482668176224,48.098307226409055
UTS,286,0.4746643656953832,67.76997446333259,48.96289709814929,47.887097132131366,51.83701240611333
UTS,287,0.5525828572852586,62.51524138011244,45.310107103397854,43.086473822677036,46.74141464111448
UTS,288,0.5890975871231636,67.60730747842055,48.121461418214864,43.63767453768378,48.014917994055274
UTS,289,0.5561128626665556,74.67466127147495,54.22556579592472,45.29870818884218,47.64804461390754
UTS,290,0.47635561961015827,72.47593424127572,50.59607188136785,42.95284754661813,46.37288698154227
UTS,291,0.442423860196251,71.92047170313243,52.39515780095909,47.4240659990729,51.18030230806814
UTS,292,0.5674379924099737,65.75469184554106,47.52105030043881,47.69896741887636,51.69682215321741
UTS,293,0.5552687511320222,69.01341772057528,49.2607388396185,47.61415135412395,50.938900795186896
UTS,294,0.4427127308122827,65.3274770224712,47.35766699984252,48.01782324122191,51.12854686713378
UTS,295,0.5371145552140313,75.56976808285498,55.297729582186655,50.302505238630744,54.31523099991775
