Task,Iteration,R2,RMSE,MAE,Source_Macro_MAE,Source_Macro_RMSE
UTS,536,0.4800980747693163,68.30301276294442,48.732636389951644,45.14730238335668,48.905259496387174
UTS,537,0.471536207700893,70.67057818118946,49.97383273884663,45.7681071071684,49.21560800785054
UTS,538,0.5370895493380464,68.2301861991314,49.75057347406278,48.91918846656994,52.65913892829467
UTS,539,0.46897653748714185,72.6593540048043,52.10794526665901,48.6940288660694,52.918051524652476
UTS,540,0.6006625903540663,63.980465951137454,46.73663688127492,45.3945206596343,48.307076701598056
UTS,541,0.5045897002095139,73.26814295367778,51.625393787953605,44.20333264204871,47.432005820010204
UTS,542,0.4388833131468175,74.66778184875298,50.86980892442711,46.94856937310174,50.90616885823262
UTS,543,0.5593836608658957,65.87533477003132,48.4797349422713,49.167590672415166,52.73870755641412
UTS,544,0.5773479252527203,70.87800394381203,51.32128181736057,47.88869417901525,51.644680781935534
UTS,545,0.4800714833886627,67.07885493539244,47.5741771622177,45.174717315882496,48.11900005777137
UTS,546,0.5992533795264499,67.73613340015079,49.60657011918183,43.57619951104104,47.416502361528586
UTS,547,0.46243124581707673,71.71797557355086,52.66105944122836,47.2303920045595,49.52684212249505
UTS,548,0.607434222673214,65.49137057901194,49.06845048478593,48.28140091424723,51.55766793925143
UTS,549,0.46262503011938205,63.486685197542485,46.514104363579435,47.67203608803543,51.5259896689473
UTS,550,0.5665394279105874,72.66984446887332,51.25341998586896,44.695600963704074,47.93300701964029
UTS,551,0.5539921326322605,66.61362454712226,47.654785349976734,45.336218978345606,48.82388705246186
UTS,552,0.4975675316636846,67.12390234228074,48.29445893045029,48.06645291706248,52.554530458748054
UTS,553,0.5581155760579716,69.76907327583027,48.565306084178594,47.14585735202803,50.58900427539463
UTS,554,0.5100743606651965,64.93187421578588,47.56183862576433,48.529943443878224,51.36205404619517
UTS,555,0.5168168637062007,66.84553824997612,47.784143952507,44.34938171475431,47.40342415558524
UTS,556,0.5234279583785721,64.98830329128985,48.53271524358585,46.59863953825786,49.85364776961004
UTS,557,0.5287588679114729,70.30385239628934,51.00731905559084,47.047401737908906,50.87543788643847
UTS,558,0.5037002089550706,71.39726305805682,50.93246933358163,45.393916163854186,49.33537386369063
UTS,559,0.5253286028329276,62.97105848784916,46.044466097857736,45.50248616362323,49.058413701334736
UTS,560,0.49639126842531556,68.94319128598505,49.81689375927181,44.73849174350133,48.06749836714474
UTS,561,0.5406601879962296,60.964637811759,44.87624975456553,45.9059216414441,48.778635260179996
UTS,562,0.5637003718926581,70.62636700917845,51.07875813204121,46.301919492063064,49.60004492439499
UTS,563,0.5179825676015299,65.7919724254344,49.682901748318024,49.18658137673547,52.78073558910895
UTS,564,0.5013987510109221,68.86337399516746,48.31095741682791,47.05645851536804,51.376336262538665
UTS,565,0.5488286857172551,71.93804718379876,51.47116219221716,51.451289634529324,55.00528930331953
UTS,566,0.5681025197382272,74.93890860599069,54.493808901470665,49.77992621451307,53.09714804852984
UTS,567,0.5719889278401562,61.32196026592943,43.74382882206933,44.96514100115275,47.89056663580311
UTS,568,0.5102266523976794,72.73873373031765,51.94017618626317,46.087415513557154,49.153481958476725
UTS,569,0.40801405832419146,69.37144068340467,50.07392497950126,48.06587454144058,51.63395218869492
UTS,570,0.512326116931959,68.71387146182484,49.92600298623111,47.377584230343814,50.288808708955195
UTS,571,0.5331465945218925,68.06362263204075,48.490249343579556,46.0421131884727,49.24984760565079
UTS,572,0.49687514343888384,65.81674363045833,47.86363765749777,46.983698707234154,50.29461648609447
UTS,573,0.4600039940422951,75.88092927046479,54.98532147357121,48.16127870930594,51.13909027291792
UTS,574,0.5008116064127925,71.47454851851288,52.131057236616265,49.71406167381424,52.86060410379973
UTS,575,0.4852030698001736,77.62517350019539,57.10649049318709,49.823416797873634,53.11195504523592
UTS,576,0.5609959421934037,72.67387310132916,52.809254545280545,44.788071409494016,48.10815643649005
UTS,577,0.4876308272102664,66.44317532363856,49.328690086342135,46.491396776306715,48.6694990140831
UTS,578,0.4913588387839116,73.13503915725428,51.71915975954954,46.60469462516899,50.2432285824513
UTS,579,0.5381150730111854,68.44133401417307,49.17843752167605,47.99162376775159,51.58425604133961
UTS,580,0.6586023104001917,59.58532557523644,43.65551533644918,42.94225588699954,45.6682889238102
UTS,581,0.5285383887233412,69.25536187555018,50.18510130872555,48.079404271068206,51.867608340342734
UTS,582,0.6000279860501789,65.5233843050901,46.78017471255476,46.514873331401986,49.671820079915676
UTS,583,0.544905608724308,69.85585013524918,50.73203918615344,48.27169102176128,51.67432723129629
UTS,584,0.5973363524825932,64.95952670951975,45.518544713246506,44.83010969274323,48.13809909374225
UTS,585,0.5334538425229447,69.2966246101665,49.72408167675156,48.897904969206465,52.56738499377761
UTS,586,0.4646142585607501,75.0422060999524,53.43751053194471,49.965023501757855,53.93195906982696
UTS,587,0.6210786724373598,61.732933632216515,44.61320588731222,43.51672702562828,46.41112913918201
UTS,588,0.5063437461464967,68.3095918990947,50.375833628283786,46.7447316930316,49.23402830638071
UTS,589,0.4828156770855031,82.31246065487628,59.61573037238244,49.83055906863439,52.87912038910842
UTS,590,0.5336251861692618,70.2680140815911,52.39851166081558,49.70753216697906,53.525859415852466
UTS,591,0.6164173486621759,61.94980644357209,46.69391466209873,44.8952823019853,48.44395554301662
UTS,592,0.5272569182886176,66.27406339616438,48.35673935215794,45.45317296553828,49.427458572972995
UTS,593,0.5360911511980494,64.38307867868433,45.5405443686174,43.46497178022847,47.14548266656482
UTS,594,0.5977236890594296,58.923155741644194,43.804814444529704,43.00286742149822,45.782792288601804
UTS,595,0.44634223003292683,77.47639415804377,55.834009497512334,49.98118811750115,53.38350952914149
UTS,596,0.439394979880273,69.5694769085087,49.540101059247405,48.99470347856301,52.777316635329356
UTS,597,0.5277732292042439,73.08169556745884,54.1905137456367,46.1166210574543,49.06885561709754
UTS,598,0.5541169584590642,61.102541296256504,43.814516269464896,43.135698548347264,46.64541585515287
UTS,599,0.5218912846474407,63.07233797814869,45.34238294142426,46.538677947358345,50.05097086850656
UTS,600,0.46814112135730923,63.84800725393927,46.44350460012672,45.80979666547144,48.88742582735093
UTS,601,0.45956864125225827,68.47811517000127,47.00416800319643,47.76808444260809,52.567143950784
UTS,602,0.5348207254598099,67.2082965011164,47.786188582843735,47.29221314817714,50.595632554676556
UTS,603,0.4461636173453203,68.10049192963464,49.76127241056404,49.41078503692741,52.59638577602546
UTS,604,0.5398693689504794,61.43733749657915,44.19116715411384,44.95532314896411,48.02419326496856
UTS,605,0.4086727416940512,68.77674603693087,48.03235709871079,48.694630442524875,51.75484590994241
UTS,606,0.5341620223085202,61.26117681297635,43.92340806334483,44.58484397504353,47.79657553021993
UTS,607,0.5181453388339062,67.89409786438516,48.01845741048491,42.809207134775484,46.28701333111185
UTS,608,0.4626656998471774,73.56064223401098,51.85189391930044,49.823484141903016,53.087960352396315
UTS,609,0.5724557542321537,66.60364559712319,47.28619615829759,45.66308469622525,48.86107793159384
UTS,610,0.5049846127971782,63.97447344234315,45.46336919446927,46.393665039727146,50.60628162804111
UTS,611,0.4860581979952191,64.4551174425235,46.83057739995975,45.936599095763675,49.586008147861584
UTS,612,0.4959670083458638,67.25645794901094,48.45234972571298,46.03290832717505,49.515238415671746
UTS,613,0.5578330142245198,66.34315578633078,48.03407452194902,46.06236660042288,49.0729419364967
UTS,614,0.44886133112006477,66.77439653003599,48.06524690629825,48.419910227222,51.931572885121405
UTS,615,0.503579765646913,68.86734405644061,48.87946528749902,47.271388760326865,51.250017238725384
UTS,616,0.6598558820209253,62.571388727224615,46.88152978701017,45.10707555460197,47.7081718568254
UTS,617,0.48825102237395546,69.48173640449436,49.72855367002573,43.67207203504148,46.99614540130854
UTS,618,0.5338771548977318,69.32166369229843,51.19096609800941,46.74767661712478,50.09206857140203
UTS,619,0.5059362283173452,61.311800137870094,44.963806432740036,47.01951322791998,49.98728914683883
UTS,620,0.4224140387332048,72.71827690015341,50.35958336755975,48.271577471122086,52.87362806034073
UTS,621,0.5361473634878026,68.2822307323377,49.078999874862,46.13299218528207,49.66363591364392
UTS,622,0.5654417463389914,65.13368164163471,45.98717227331692,44.095907234849705,47.35354983139882
UTS,623,0.5228151651335322,59.39886856134502,42.81619467960167,46.17866480499247,49.2276149310694
UTS,624,0.5061507221100199,77.22416495621586,54.315727638076986,49.079460479307926,52.935572420429715
UTS,625,0.5399920122181159,69.46474685323655,50.465905893861276,48.50423037475134,52.51950724057312
UTS,626,0.6408314617341957,62.590904682910015,43.73927549818148,43.59012436576749,47.425376836521494
UTS,627,0.5262101422884189,68.58780504528579,48.83097101775118,46.47888570220629,50.040176938748836
UTS,628,0.5201497213696017,76.79161665501684,53.90488743336634,48.758400846682804,53.08344293990684
UTS,629,0.3917155175640582,76.81837366631257,53.47920216423432,47.9126143657223,51.14697139146435
UTS,630,0.47032013850974286,70.23282343652133,49.81669274693956,47.511991484482465,52.02772292376455
UTS,631,0.5724910773635448,71.0579921361896,51.45635293517518,47.18926859850436,51.1419479016432
UTS,632,0.4978133235808473,75.43925811492745,55.165152139045716,49.179247615087846,52.30438709074426
UTS,633,0.5296158693125532,71.74992122222825,51.4002068268098,47.89880533081788,51.474612048625886
UTS,634,0.42402130349978884,68.1124511473972,49.07944618278576,46.3920345567169,49.193736085696294
UTS,635,0.4844658439534928,77.02358038753934,54.56519118919908,50.179812790631445,53.22687104404439
UTS,636,0.5157834192967139,71.39981747082524,53.04136056417909,47.704263090460074,51.17061181388156
UTS,637,0.5898278047325232,62.535542923338284,45.93968162061311,44.402141563850996,47.40400964050523
UTS,638,0.5153361293035879,61.31928668917783,44.660625980223934,46.72062767515562,50.268141763662484
UTS,639,0.5464789738581916,71.4035478230119,51.37925577058591,49.20210850056017,52.92579182050663
UTS,640,0.45527719779567866,76.8967480461784,53.406399287624005,46.84753372623463,50.324444748551265
UTS,641,0.5751403956688091,73.18010237699478,52.601547533593404,44.538873909308016,48.00833108089069
UTS,642,0.5512503169009513,63.539872316900144,45.29399229225052,45.81151426298499,49.246858836908935
UTS,643,0.509417470704123,67.30161744894932,48.425429370198984,47.18187031318723,50.70720136231513
UTS,644,0.5747566608383372,63.67714442242718,45.40791982307966,44.32203742435458,47.39311625385253
UTS,645,0.42777021318257735,70.62598098840617,49.774658440528746,51.504060282386625,55.04092403269684
UTS,646,0.4757271447949095,65.47438072403317,47.768832240018014,46.466694182457275,49.54642000441834
UTS,647,0.5931688816803358,60.171699335711764,44.60524253928341,43.40022962713229,46.601743435202685
UTS,648,0.6033680399267862,63.9238050612991,47.93233237303787,45.34367196092426,48.52820074062976
UTS,649,0.4669007077814694,68.61558258787069,48.952098622375175,47.79738825638783,50.77510844071533
UTS,650,0.4964679609641137,64.32408831609804,47.6742502601064,45.611375270110436,48.80826689580539
UTS,651,0.5469412678301662,66.31893386049154,47.59490214000211,47.391463490571994,51.115597329590656
UTS,652,0.5316381426661484,67.32080336856231,49.491378138399966,49.22285259175773,52.01649567710638
UTS,653,0.5186447399721708,77.82730773073064,56.41197323662081,51.32698979967163,54.52924051160703
UTS,654,0.505455477049164,74.69554374765653,54.20715279584861,48.30998819328227,51.69020413205318
UTS,655,0.4992474306843949,72.31849796788383,52.42546676526593,50.51186906771836,53.66427694093778
UTS,656,0.6128472141061416,54.63060775319837,39.69073907579675,43.42771840520904,45.782404196769356
UTS,657,0.4514025985211818,71.44138443494226,51.30023289753266,47.887774479619594,51.75995141433491
UTS,658,0.5104036325020522,64.07463070723718,46.058573339364266,43.759018459333774,46.573459010228326
UTS,659,0.48324622861040256,73.67553651805578,53.60968566615739,48.374387364315076,51.00879215543141
UTS,660,0.5094255526190596,61.943165634250924,45.0365580893184,45.80651727454636,49.0796341584541
UTS,661,0.5640082955606016,76.18068432046503,55.82254360962094,47.09969580083908,50.04715159761547
UTS,662,0.5854267594918341,73.77380104757876,54.48960390586229,49.196127160372306,52.60658612919702
UTS,663,0.5365496348153216,65.21849194912771,47.69802612265155,43.64749410528625,46.90355950937372
UTS,664,0.590950249150768,61.22438715096903,44.67526811604431,43.10421131987995,46.245290538525175
UTS,665,0.5511060548956488,73.12599656154852,52.208777635284584,47.923091875320246,51.52597436625799
UTS,666,0.5362484362946047,65.31342042310378,45.75743718779986,44.643411325869046,48.51843125613066
UTS,667,0.4827148288286045,70.76345851484066,50.91982000388832,46.05125449993821,49.04232188993482
UTS,668,0.56603148699195,69.32766025560643,49.315637232951325,46.40882467030005,49.77942637646488
UTS,669,0.5475822583217844,71.86761205879523,53.66011206979671,47.89537752055012,51.20592142839538
UTS,670,0.5248770395277658,70.53027015196311,51.210303166455056,48.45857957215183,52.24728393910841
UTS,671,0.5163886374669877,68.48209740580477,49.0768157539269,44.255144301951425,47.63839473023647
UTS,672,0.5571249893730562,69.33136658847248,49.01551534693851,44.465434688153465,48.39369698630684
UTS,673,0.49014492643106955,68.60863146514264,50.11353708130917,45.52348531990234,48.708503467209944
UTS,674,0.6123501574533406,59.975854962334374,44.57193912635574,44.367237498048716,46.684521440507474
UTS,675,0.5289221734342805,70.28045435317557,51.440221857952096,46.70134855725668,49.38457772298978
UTS,676,0.5608324814101378,72.39983135478101,52.998893032604784,49.19567883608613,52.9063385216171
UTS,677,0.4780721479517066,71.04667411500644,50.570326670481464,50.94683824574972,54.22061740750087
UTS,678,0.4993193565233488,65.58827833203435,47.082963531166385,45.254303231731214,48.78839584261007
UTS,679,0.4400957463335523,72.86989283517805,53.229515613820936,50.628260843723744,53.90986988856239
UTS,680,0.5346721594458649,69.89992720169967,51.8899674094484,48.62599617673898,51.701632339348016
UTS,681,0.4244268010565687,73.31324736111706,52.04824140909116,48.34930791099621,51.65941349839556
UTS,682,0.5721282281335076,66.68388422685231,48.38915231683874,41.6886889095626,45.360261382328424
UTS,683,0.535574377448881,71.21751089128597,49.83273405984725,46.87238804874096,50.501563391596655
UTS,684,0.5690980449605099,66.35718174890023,47.50860161474608,45.96132115971756,49.977238870386955
UTS,685,0.45534934166999497,68.41920064682414,49.549911671149694,51.42799239665033,55.218490659347374
UTS,686,0.5272954532349801,80.70810228487574,58.93082323058648,54.166166370717114,58.32562662487354
UTS,687,0.45150341188923526,79.63951663640667,55.784839747608565,46.54624226213534,49.19615413976185
UTS,688,0.6073719538309443,67.55247826497909,48.09556590435528,44.856561314603404,47.9650555233392
UTS,689,0.5359248193454448,69.23330136384247,49.26117161311697,45.77639445274203,49.35633520635854
UTS,690,0.6051665176722834,68.87266083910667,48.463541629689615,44.41636762456012,48.05977345733016
UTS,691,0.5402049173612254,67.86239732029719,49.06504959685362,46.304337604552636,49.99357586952844
UTS,692,0.4497863667806846,77.85943326154548,55.69883151034686,46.83917609606953,50.58110185961117
UTS,693,0.5287894498721037,63.514240547688786,46.531981007298945,47.59331601586266,50.95133758137957
UTS,694,0.4855802937672322,66.90758248876062,49.002901133926414,46.61520729073963,49.78663847937385
UTS,695,0.5547527017446704,68.73889619001152,50.65017809788151,46.527686470654565,49.55481027368537
UTS,696,0.4567782259569245,72.36186610554572,51.79551792787676,48.96934058222139,52.244173789794026
UTS,697,0.4985593238020609,71.07916959238729,50.05748394735119,48.47587568398476,52.217343873401525
UTS,698,0.562659848164482,68.34537169097517,49.59908974731079,46.257644711305424,48.714544868178436
UTS,699,0.6193795523975718,61.037565014350825,45.389799603061704,45.15325335228451,48.224143614640525
UTS,700,0.5896634980107027,64.77084762033887,47.59038796593176,46.070329490150684,49.86084057862404
UTS,701,0.5747695737153702,66.82976171641899,49.72812138433115,45.20881735260024,48.41804909656878
UTS,702,0.574011417875806,68.21346427698393,49.656946435622935,46.014083246090244,48.87842152714126
UTS,703,0.5443237876367828,72.90151365246943,51.76632923176223,45.41725460563137,48.258167319926834
UTS,704,0.4447114762013795,71.50750325472272,49.857527126506625,48.86916531099886,52.72996418454061
UTS,705,0.5523072790445076,66.9204106695065,49.30931879525867,48.21538283616097,51.45659467229696
UTS,706,0.5314995280920839,67.30200916820495,50.75223642900639,46.230109809026445,49.27088394837692
UTS,707,0.48585766416607135,68.93498025075657,48.28820372146281,46.46215288517646,50.36144533040839
UTS,708,0.3268573015793297,77.41407198654876,54.37454765847829,48.50442642430754,52.16244407749373
UTS,709,0.6104259399115379,67.58487129435917,50.393094374526115,45.29249138867686,48.90672249984719
UTS,710,0.46050198423440614,66.2829884829069,47.310848327727335,45.70426794448289,49.23749953736257
UTS,711,0.4717103824820371,69.8353848102209,51.79459906647196,47.6801943828147,51.21035658738982
UTS,712,0.49120771809878294,69.08522783170433,49.58785766772937,47.50545854192231,51.93106910998953
UTS,713,0.5795038756742092,61.4517743545892,45.71964018693053,44.48578955842059,47.72703582620007
UTS,714,0.5975781230752572,71.68297741808259,52.35947767084909,49.7475997867679,53.23154382168424
UTS,715,0.5256032637250989,73.00690587346001,51.29411150440218,48.357771128976026,52.7846335278399
UTS,716,0.5707410805370488,61.74455287504565,46.287829790210566,43.43555291163234,46.212835457703044
UTS,717,0.5078502087892616,69.9319380216106,49.512217630504836,45.97587390208143,49.514375573394
UTS,718,0.5830053094214903,67.84541370630056,48.47316199921338,45.463128427835,48.5383713986835
UTS,719,0.4804357552142058,70.68148370054959,50.57305717924074,45.14612082962981,48.620325924677886
UTS,720,0.4373784286642838,70.45013461647027,50.14487852118518,48.218761675492374,52.463743262178674
UTS,721,0.4955740105662275,69.73061940811638,48.3106050173885,47.11351495107815,50.82458744366798
UTS,722,0.5845343784606083,68.01833561592073,48.197317680015146,45.837940651243144,49.54144363403478
UTS,723,0.5161863660364064,65.65206346082516,47.6057891826159,46.29522071344615,49.92886255657823
UTS,724,0.5505885046392793,69.65433403782926,50.79086982386524,46.936231577399745,50.60864647250733
UTS,725,0.5458540963470294,65.0118929097364,46.30182830746569,45.44478584095726,48.51615735112916
UTS,726,0.5518052356486278,64.85393396103369,47.490563807334055,45.746564966848844,49.445880056306706
UTS,727,0.6076935020547991,61.88569942668621,45.13074074524202,42.600917512885985,45.562210759334235
UTS,728,0.5025276590884595,77.19682450989552,54.75545276233803,49.66026828780153,53.20421878574976
UTS,729,0.5035176220445599,67.76004278541504,47.638387643334546,47.46860533367988,51.42628170511953
UTS,730,0.49523237796702146,74.37461232985169,52.20214693086225,48.44610746888654,51.69975007322893
UTS,731,0.5503126651764613,67.71042031720236,48.217225343726625,44.06994364300535,47.25762491933192
UTS,732,0.5483411840811736,65.98646729751633,48.31904799459526,47.70790934999727,51.20450418314428
UTS,733,0.5217180475175525,68.92255591728218,49.685981505022745,44.97707279488997,48.81566701106554
UTS,734,0.4600110169610062,75.86447152404824,53.2727552340121,46.307412045002245,49.84482860469023
UTS,735,0.43645611958399455,78.5952570317526,56.51882778892345,50.54325520269585,54.529136565905794
UTS,736,0.5590202262551968,69.14549766571588,49.6769316045097,46.19868508360492,50.28761995778024
UTS,737,0.5675798545525854,59.636957984068715,42.74567252100804,42.965471930085386,46.54044050381009
UTS,738,0.4127067068197897,75.85014534860719,52.73910620312549,48.84833620447845,52.44745699447047
UTS,739,0.531599599549065,75.28504518207458,53.343098090111994,49.91389509112029,53.69498075907128
UTS,740,0.46366171548856394,71.04782467117613,50.37700450405498,43.872300842396726,47.0093460680657
UTS,741,0.5147921552072086,72.09114857034037,52.772209418509604,48.95199410976114,52.58902227946565
UTS,742,0.475531707751612,67.07204713411377,47.494580312881546,44.21261903854322,47.87986434573879
UTS,743,0.4888891087926188,69.0673314629066,47.70958424219078,45.99392470296533,49.32817450771024
UTS,744,0.5191401302217337,77.20223329660014,55.67271282398841,50.873215372296706,54.92629075831666
UTS,745,0.5591320489913452,61.90852593087828,45.44521266256484,44.37539450657737,47.0313757532541
UTS,746,0.6384865985201992,68.45210511641599,50.32401031638181,43.79995178547918,47.237605137739955
UTS,747,0.4544646416886713,75.02807296807511,54.59693792072011,50.90148286235735,54.29665423577049
UTS,748,0.5130046954351828,60.32105428557406,42.383144345549105,43.99850102699812,47.37010434869446
UTS,749,0.6149094135428961,65.79298383314212,46.84338662927872,45.064567853574644,47.94548888904899
UTS,750,0.5489565103563129,68.64455613235164,49.03077486156871,48.99202993502957,52.17990526817903
UTS,751,0.5022066466670135,72.69074405995589,51.225846092878825,48.338245113554734,52.33549907133308
UTS,752,0.5356151413322063,70.29585266682241,50.43995227725176,48.93170698162768,52.815392983370565
UTS,753,0.5341466623508546,74.6021814598509,55.68619928199738,48.98476344980969,51.849049263649
UTS,754,0.572269969779623,69.644656879469,51.62370711543075,46.51801111626575,49.735509234217346
UTS,755,0.42807708301093617,74.20872707107921,52.745060943526944,50.26879934574479,53.792570818760616
UTS,756,0.4715760392211408,72.23623751637868,50.51046025042031,47.77509561517178,51.342025728037974
UTS,757,0.5889420541711237,70.50743270583958,51.54890798335056,45.25074240352816,47.83794955864994
UTS,758,0.5873034558258896,69.17547021110501,52.04074272824335,49.86718170175445,53.149829532722066
UTS,759,0.6285431983870851,60.50511800990216,44.20851674549419,44.295571111879326,47.104071808990234
UTS,760,0.5886616211648058,69.23800567774919,50.770844165130136,46.84543759956512,50.046939702283716
UTS,761,0.5087721405293897,67.90543118465854,48.22182003899851,46.7863280097866,50.6106230730227
UTS,762,0.4936483605918006,71.88817279167667,50.415639010535074,48.79298647194716,52.812914951578094
UTS,763,0.46737118550669554,70.15139613094958,49.71950880700713,49.44980252049274,52.575423264998335
UTS,764,0.5595338244440327,67.86263361912914,48.566503071322366,46.62160893349448,50.34065823750742
UTS,765,0.4306743513309301,71.31272173179458,48.69874321360245,45.58352007406371,49.02909390957776
UTS,766,0.55842205493304,65.09501917937345,49.089965026529434,48.32054726816219,51.54796403058238
UTS,767,0.42402874461319073,74.42310532485402,51.87575595614715,49.748603375515195,53.38510332585218
UTS,768,0.46666366018925953,68.12456533563535,49.46171184416566,50.739306617912,54.03873696051645
UTS,769,0.5120192246427497,77.20147241061328,53.64569433660039,49.53449132806599,52.89818500050554
UTS,770,0.44796680069520456,71.60156799323738,50.86366264526253,48.05212176204672,51.507356481999125
UTS,771,0.5227733457983569,68.945383258525,49.63179269692618,46.929091416451264,50.28668900865548
UTS,772,0.5107048852516647,71.64454456217058,53.09725051788318,49.87054654467777,52.96248769036539
UTS,773,0.5554357387644293,66.6960547076519,48.135954119835546,49.06741017974078,52.52883429692875
UTS,774,0.4833987377562279,67.65768831549534,47.815993599994755,47.23374322195699,51.27788625434035
UTS,775,0.5272808434102327,67.73007086063066,48.77579129354561,44.268773492229805,47.565848760608326
UTS,776,0.4850058583659327,72.73362863981578,51.682984801522046,46.6398192788791,50.046415177827235
UTS,777,0.5983409069720214,67.12027439742772,46.709263330240184,46.02509269777645,49.79853660245569
UTS,778,0.5537770281462745,71.13816418627279,51.7149736074409,46.435126657312445,49.47524182265603
UTS,779,0.5514972651061296,69.04075699893026,49.4252740579595,44.746626775271295,47.91693625344575
UTS,780,0.5928982953173075,66.78990645366227,48.31464396225023,47.85944579726242,51.3595004371639
UTS,781,0.5375281787491952,72.87882605422082,52.965444398173936,49.04695120377137,52.24732668549258
UTS,782,0.5104681281690774,76.17629098339458,53.4992826546589,45.28063337266329,48.14387457201453
UTS,783,0.5831213673304569,69.73754200541778,49.93386771733335,43.963211701218874,47.60196262908921
UTS,784,0.5836669154673408,69.23817214500504,52.460914654778435,47.08155216173065,50.599270965560954
UTS,785,0.521521031661424,72.47495008233275,53.57082684922383,48.51304459837668,51.26467865953075
UTS,786,0.49707792192661404,75.64933272737242,54.62692043460155,50.4393274323187,53.69797452240499
UTS,787,0.6023886202372896,67.91777223596648,50.712081277001474,47.82673864771552,50.68351724747335
UTS,788,0.5538445090051645,65.68930146472147,47.37424195932501,45.011784305700964,48.358019094701284
UTS,789,0.5459313158917084,62.79773603165877,48.1783440556772,45.52228254426725,48.038868907274015
UTS,790,0.5704632775306078,71.26746640651817,52.82539273175727,46.591701249973056,50.56547245757112
UTS,791,0.4535300902839263,82.28832403512293,58.64872675228439,50.482143204564395,54.70014325121697
UTS,792,0.5541790473216711,67.99548754735268,46.67325989037897,43.82869952887083,47.099232025198845
UTS,793,0.5560474037739092,65.88902332840107,46.0651190409283,47.66652885751696,51.365383340632675
UTS,794,0.49277876898499107,66.12449251891204,48.359229865813276,48.40547783585781,51.99798004144435
UTS,795,0.4920724459799818,70.91276061384401,50.86194396618693,53.22642515114421,57.15752654581226
UTS,796,0.4820609524037579,64.45636097556238,47.19993829110849,47.811376761843306,51.784054377880885
UTS,797,0.543250848517902,71.03858513777251,52.42679321428397,48.40462293655634,52.24604218587695
UTS,798,0.5154178949351446,60.449981392394875,43.514206889494325,43.64526078046272,47.05963692232864
UTS,799,0.5083285825640971,63.89914816900925,46.55924895852841,48.69869056972362,52.22325184251465
UTS,800,0.4863528489289328,73.35452565301473,50.465633819862234,48.41164811692171,52.09640036793171
UTS,801,0.4790978197031246,72.29818498129502,52.67773448893484,47.82209441435553,51.53725666263955
UTS,802,0.44759831067255684,70.28144862903885,51.027614819936495,47.02923726602368,50.62591911937551
UTS,803,0.5287381844167112,67.81274668589032,47.760292104378145,44.80718601686303,48.27112484338291
UTS,804,0.5242286764629311,71.14503623237867,49.156499830586846,47.361324077607385,50.82487784352391
UTS,805,0.49923205070773635,68.08057938438925,48.96962637379399,47.917917702111,50.95016092325689
UTS,806,0.4786658388432842,72.8084431375217,51.98115597041942,46.9619772101549,50.940406126465625
UTS,807,0.4368039421992175,73.28132446897071,51.32685587822124,46.84720385297227,51.305997882864084
UTS,808,0.4938694404750912,70.65186247037356,51.484663478152726,44.174747322880776,47.71487597970679
UTS,809,0.534597476816097,67.38977008536958,48.023081796964284,46.38027510214852,49.948487349455625
UTS,810,0.6047160080078681,70.06987256334578,51.319051363513495,45.82743271382689,48.80156572817921
UTS,811,0.5148121464284385,63.916376738252154,45.777156218681526,46.215767922214035,50.08683326547907
UTS,812,0.6024954668066442,69.2768182010246,52.24276070805715,48.151874169556095,51.16791227006879
UTS,813,0.4920801872792451,68.0593440720622,49.33911413029867,48.5364037125791,52.12311264328002
UTS,814,0.6132706132776939,63.688539748289706,44.89061833408151,44.52951267443047,48.45797552951257
UTS,815,0.6326597240996712,61.90859939239319,45.56629022141554,45.62221987856472,48.26610494315812
UTS,816,0.5164390628632773,71.76642348493282,50.60085389166882,46.48739831506159,50.4707452116028
UTS,817,0.5315815184683919,72.51904282413491,52.74107810788084,46.60699994941843,50.31011670437713
UTS,818,0.576359820629468,58.93518334929604,42.50685472357694,42.8631439381536,45.96524570916964
UTS,819,0.4575946035330317,69.63946755827347,50.31066742563728,46.76241265423162,50.17474442308597
UTS,820,0.5390775557435585,67.09361400471381,48.48312103324547,48.3210981432997,51.904133908159366
UTS,821,0.5636637261768073,66.83605887608653,47.859021393698555,43.688452827531094,47.31275353034536
UTS,822,0.5551207191304777,65.3173109807905,46.39803551140353,47.62158586015649,52.43078309501571
UTS,823,0.5054632830578334,69.66092060858473,50.59196273288521,47.44544623166896,51.376173400356315
UTS,824,0.6046579217241497,57.01518857047502,41.460406872346944,44.537247074131066,47.35666563677118
UTS,825,0.4634799770069833,77.58884126335981,54.166480018575996,48.60673393691067,53.03984384557076
UTS,826,0.535583176242443,77.40278031861675,54.86274448504299,51.24456380613761,54.589037776679405
UTS,827,0.5431705649012155,74.31638543781261,53.37838828035124,49.67112575547356,53.073820729003764
UTS,828,0.47520893372018125,75.53256628477119,53.89177213285873,47.43850195063642,50.65569707767798
UTS,829,0.4407209764816761,78.11838026546822,56.066649760667794,50.481006520051025,54.37686780978094
UTS,830,0.5284396027734204,67.44210892454917,49.18669643261216,46.02985583396994,49.784887050760176
UTS,831,0.4912934391355567,68.81460067103264,49.7630391805151,46.80245108322328,50.94997645457745
UTS,832,0.5497769369470606,68.41624477385558,51.1514517426917,47.284617932097426,50.94565452557712
