Source_Group,Datasets,Source_Types,Evidence_Levels,Cohort_Row_Counts,DOI_for_access,DOI_as_recorded,DOI_status,Source_Reference,Redistribution_Status,Licence_or_Terms_URL,Access_Route
ACTASRC_047,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,10.3969/j.issn.1007-7235.2000.07.014,10.3969/j.issn.1007-7235.2000.07.014,Consistent_in_reference,"夏露, 陈洪, 李尧. 铍元素对7475铝合金时效组织及性能的影响. 轻合金加工技术, 2000, 28(7): 3. DOI: 10. 3969/j. issn. 1007-7235. 2000. 07. 014.",Review_required,,Resolve DOI 10.3969/j.issn.1007-7235.2000.07.014 and consult the article/supplement
ACTASRC_049,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,10.7666/d.y985912,10.7666/d.y985912,Consistent_in_reference,"王志云. 热处理对7A04超高强铝合金强度和断裂韧性的影响. 广西大学, 2006. DOI: 10. 7666/d. y985912.",Review_required,,Resolve DOI 10.7666/d.y985912 and consult the article/supplement
ACTASRC_050,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,,10.1016/j.actamat.2024.119873,No_DOI_in_reference_manual_check,"王艺淋. 高强高韧7050铝合金厚板的疲劳与断裂行为研究. 中南大学, 2014.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
ACTASRC_051,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,,10.1016/j.actamat.2024.119873,No_DOI_in_reference_manual_check,"王祥. 7050铝合金热处理工艺研究. 湖南大学, 2017.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
ACTASRC_052,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,10.3969/j.issn.1000-2324.2014.05.017,10.3969/j.issn.1000-2324.2014.05.017,Consistent_in_reference,"王亮亮. 固溶处理对汽车用7075铝合金微观组织和力学性能的影响. 山东农业大学学报（自然科学版）, 2014(5): 717-719. DOI: 10. 3969/j. issn. 1000-2324. 2014. 05. 017.",Review_required,,Resolve DOI 10.3969/j.issn.1000-2324.2014.05.017 and consult the article/supplement
ACTASRC_053,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:6; UTS:6,10.3969/j.issn.1007-7235.2002.03.012,10.3969/j.issn.1007-7235.2002.03.012,Consistent_in_reference,"王慧敏. 7475铝合金断裂韧性的研究. 中南大学, 2001. DOI: 10. 3969/j. issn. 1007-7235. 2002. 03. 012",Review_required,,Resolve DOI 10.3969/j.issn.1007-7235.2002.03.012 and consult the article/supplement
ACTASRC_054,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,10.3969/j.issn.1004-132X.2012.02.024,10.3969/j.issn.1004-132X.2012.02.024,Consistent_in_reference,"王辉, 高霖, 陈明和, 等. T6态7075铝合金的温拉深成形研究. 中国机械工程, 2012, 23(2): 4. DOI: 10. 3969/j. issn. 1004-132X. 2012. 02. 024.",Review_required,,Resolve DOI 10.3969/j.issn.1004-132X.2012.02.024 and consult the article/supplement
ACTASRC_056,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,10.13979/j.1007-7235.2016.04.009,10.13979/j.1007-7235.2016.04.009,Consistent_in_reference,"王国军, 孙黎明, 李锡武, 等. 7056铝合金组织与性能的试验研究. 轻合金加工技术, 2016, 44(4): 45-50. DOI: 10. 13979/j. 1007-7235. 2016. 04. 009.",Review_required,,Resolve DOI 10.13979/j.1007-7235.2016.04.009 and consult the article/supplement
ACTASRC_057,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,,10.1016/j.actamat.2024.119873,No_DOI_in_reference_manual_check,"王凤春, 李志辉, 刘英, 等. 时效处理对7449铝合金组织和性能的影响. 金属热处理, 2013, 38(5): 92-95. DOI: CNKI: SUN: JSRC. 0. 2013-05-027.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
ACTASRC_059,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,10.3969/j.issn.1004-9207.2015.05.180,10.3969/j.issn.1004-9207.2015.05.180,Consistent_in_reference,"王成江, 王树根. 7075合金挤压棒材时效工艺制度研究. 科技与企业, 2015(5): 194-194. DOI: 10. 3969/j. issn. 1004-9207. 2015. 05. 180.",Review_required,,Resolve DOI 10.3969/j.issn.1004-9207.2015.05.180 and consult the article/supplement
ACTASRC_063,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,10.11785/S1000-4343.20170409,10.11785/S1000-4343.20170409,Consistent_in_reference,"孙杰, 房洪杰, 刘慧, 等. 微量铈对7085铝合金组织和性能影响. 中国稀土学报, 2017, 35(4): 501-508. DOI: 10. 11785/S1000-4343. 20170409.",Review_required,,Resolve DOI 10.11785/S1000-4343.20170409 and consult the article/supplement
ACTASRC_065,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,10.15980/j.tzzz.2017.09.001,10.15980/j.tzzz.2017.09.001,Consistent_in_reference,"孙刚, 梁春霞, 崔建忠, 等. 回归再时效处理对7050铝合金微观组织与性能的影响. 特种铸造及有色合金, 2017, 37(9): 929-932. DOI: 10. 15980/j. tzzz. 2017. 09. 001.",Review_required,,Resolve DOI 10.15980/j.tzzz.2017.09.001 and consult the article/supplement
ACTASRC_066,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,,10.1016/j.actamat.2024.119873,No_DOI_in_reference_manual_check,"宋丰轩, 张新明, 刘胜胆, 等. 时效对7050铝合金预拉伸板抗腐蚀性能的影响. 中国有色金属学报, 2013(3): 7. DOI: CNKI: SUN: ZYXZ. 0. 2013-03-007.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
ACTASRC_067,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,10.3969/j.issn.1005-5053.2013.4.003,10.3969/j.issn.1005-5053.2013.4.003,Consistent_in_reference,"宋丰轩, 张新明, 刘胜胆, 等. 固溶制度对7050铝合金微观组织和腐蚀性能的影响. 航空材料学报, 2013, 33(4): 14-21. DOI: 10. 3969/j. issn. 1005-5053. 2013. 4. 003.",Review_required,,Resolve DOI 10.3969/j.issn.1005-5053.2013.4.003 and consult the article/supplement
ACTASRC_068,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,,10.1016/j.actamat.2024.119873,No_DOI_in_reference_manual_check,时效处理对7449铝合金组织和性能的影响. DOI: CNKI: SUN: JSRC. 0. 2013-05-027,Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
ACTASRC_070,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,10.3969/j.issn.1005-4898.2005.03.001,10.3969/j.issn.1005-4898.2005.03.001,Consistent_in_reference,"尚勇, 张立武, 李建康. 多级时效处理对7175铝合金组织和性能的影响. 铝加工, 2005, 3: 1-3. DOI: 10. 3969/j. issn. 1005-4898. 2005. 03. 001.",Review_required,,Resolve DOI 10.3969/j.issn.1005-4898.2005.03.001 and consult the article/supplement
ACTASRC_071,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,10.3969/j.issn.1000-3738.2006.06.005,10.3969/j.issn.1000-3738.2006.06.005,Consistent_in_reference,"尚勇, 张立武, 李建康. 低中高温再多级时效处理对7175铝合金组织和性能的影响. 机械工程材料, 2006, 30(6): 14-16. DOI: 10. 3969/j. issn. 1000-3738. 2006. 06. 005.",Review_required,,Resolve DOI 10.3969/j.issn.1000-3738.2006.06.005 and consult the article/supplement
ACTASRC_074,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,,10.1016/j.actamat.2024.119873,No_DOI_in_reference_manual_check,"邱宏伟, 于淑滨. 7050铝合金厚板RRA处理过程中性能和组织的变化. 轻合金加工技术, 1997, 25(9): 34-37. DOI: CNKI: SUN: QHJJ. 0. 1997-09-011.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
ACTASRC_075,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,10.3969/j.issn.1672-7010.2009.02.010,10.3969/j.issn.1672-7010.2009.02.010,Consistent_in_reference,"彭北山, 宁康琪, 曾苏民, 等. 双峰时效处理对7055铝合金组织和性能的影响. 邵阳学院学报（自然科学版）, 2009, 6(2): 32-34. DOI: 10. 3969/j. issn. 1672-7010. 2009. 02. 010.",Review_required,,Resolve DOI 10.3969/j.issn.1672-7010.2009.02.010 and consult the article/supplement
ACTASRC_076,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,,10.1016/j.actamat.2024.119873,No_DOI_in_reference_manual_check,"庞国星, 岳庚新, 陈志勇, 等. 单级时效工艺对喷射成型7055铝合金组织与性能影响. 第十一次全国热处理大会论文集. 2015: 360-363.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
ACTASRC_080,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:2; UTS:2,,10.1016/j.actamat.2024.119873,No_DOI_in_reference_manual_check,"陆正萍, 张桢, 蒋云泽. Cu含量对喷射成形7055铝合金微观组织和力学性能的影响. 有色金属材料与工程, 2018, 39(1): 1-5. DOI: CNKI: SUN: SHHA. 0. 2018-01-001.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
ACTASRC_081,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,,10.1016/j.actamat.2024.119873,No_DOI_in_reference_manual_check,"刘英. 7449铝合金T79热处理工艺及组织性能研究. 北京有色金属研究总院, 2012.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
ACTASRC_082,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:2; UTS:2,10.13251/j.issn.0254-6051.2016.02.003,10.13251/j.issn.0254-6051.2016.02.003,Consistent_in_reference,"刘秋平, 刘志勇, 赵俊, 等. Zn含量及回归热处理对7075铝合金性能的影响. 金属热处理, 2016(2): 11-14, 15. DOI: 10. 13251/j. issn. 0254-6051. 2016. 02. 003.",Review_required,,Resolve DOI 10.13251/j.issn.0254-6051.2016.02.003 and consult the article/supplement
ACTASRC_084,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,,10.1016/j.actamat.2024.119873,No_DOI_in_reference_manual_check,"林英英. 7075铝合金热处理及其表面复合层的制备研究, 重庆理工大学. 2013.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
ACTASRC_088,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,,10.1016/j.actamat.2024.119873,No_DOI_in_reference_manual_check,"李念军. 7075铝合金搅拌摩擦加工及热处理后的组织性能表征研究. 重庆大学, 2017. DOI: CNKI: CDMD: 2. 1017. 722328.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
ACTASRC_089,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,10.7666/d.y992630,10.7666/d.y992630,Consistent_in_reference,"李杰. 热处理对7055合金组织和性能的影响. 中南大学, 2005. DOI: 10. 7666/d. y992630.",Review_required,,Resolve DOI 10.7666/d.y992630 and consult the article/supplement
ACTASRC_090,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,10.3969/j.issn.1007-7235.2004.11.010,10.3969/j.issn.1007-7235.2004.11.010,Consistent_in_reference,"李杰, 尹志民, 王涛, 等. 固溶-单级时效处理对7055铝合金力学和电学性能的影响. 轻合金加工技术, 2004, 32(11): 39-43. DOI: 10. 3969/j. issn. 1007-7235. 2004. 11. 010.",Review_required,,Resolve DOI 10.3969/j.issn.1007-7235.2004.11.010 and consult the article/supplement
ACTASRC_091,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,10.7666/d.Y2925350,10.7666/d.Y2925350,Consistent_in_reference,"李慧. 高强7075铝合金疲劳损伤微观机理和循环形变特性的研究. 合肥工业大学, 2015. DOI: 10. 7666/d. Y2925350.",Review_required,,Resolve DOI 10.7666/d.Y2925350 and consult the article/supplement
ACTASRC_093,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,,10.1016/j.actamat.2024.119873,No_DOI_in_reference_manual_check,"李保健. 7449铝合金热处理制度及其对组织与性能影响的研究. 中南林业科技大学, 2012.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
ACTASRC_097,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,,10.1016/j.actamat.2024.119873,No_DOI_in_reference_manual_check,"蒋云泽. 回归再时效制度对喷射成形7055铝合金组织和性能的影响. 江苏科技大学, 2015.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
ACTASRC_098,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:3; UTS:3,10.7666/d.y2195721,10.7666/d.y2195721,Consistent_in_reference,"蒋建辉. 7056铝合金热处理工艺与组织性能研究. 中南大学, 2012. DOI: 10. 7666/d. y2195721.",Review_required,,Resolve DOI 10.7666/d.y2195721 and consult the article/supplement
ACTASRC_100,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,,10.1016/j.actamat.2024.119873,No_DOI_in_reference_manual_check,"回丽, 朱永辉, 李红, 等. T7951二次时效对7055铝合金疲劳裂纹扩展行为的影响. 机械工程材料, 2015, 39(4): 10-13. DOI: CNKI: SUN: GXGC. 0. 2015-04-003.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
ACTASRC_101,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,,10.1016/j.actamat.2024.119873,No_DOI_in_reference_manual_check,"黄乐瑜. 回归再时效处理制度对7055铝合金组织与性能的影响. 中南大学, 2011.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
ACTASRC_102,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,10.3969/j.issn.1001-3814.2008.12.002,10.3969/j.issn.1001-3814.2008.12.002,Consistent_in_reference,"侯小虎, 张秀云, 郭强, 等. 喷射成形7055铝合金热处理工艺与力学性能的研究. 热加工工艺, 2008, 37(12): 5-7. DOI: 10. 3969/j. issn. 1001-3814. 2008. 12. 002",Review_required,,Resolve DOI 10.3969/j.issn.1001-3814.2008.12.002 and consult the article/supplement
ACTASRC_105,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,10.3969/j.issn.0258-7076.2010.02.025,10.3969/j.issn.0258-7076.2010.02.025,Consistent_in_reference,"韩小磊, 熊柏青, 张永安, 等. 双级时效制度对7150铝合金微观组织和性能的影响. 稀有金属, 2010, 34(2): 302-306. DOI: 10. 3969/j. issn. 0258-7076. 2010. 02. 025.",Review_required,,Resolve DOI 10.3969/j.issn.0258-7076.2010.02.025 and consult the article/supplement
ACTASRC_106,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,,10.1016/j.actamat.2024.119873,No_DOI_in_reference_manual_check,"韩小磊, 熊柏青, 张永安, 等. 7150铝合金三级过时效热处理制度. 中国有色金属学报, 2012, 22(11): 3006-3014. DOI: CNKI: SUN: ZYXZ. 0. 2012-11-005.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
ACTASRC_107,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,,10.1016/j.actamat.2024.119873,No_DOI_in_reference_manual_check,"韩小磊, 熊柏青, 张永安, 等. 固溶处理对7150铝合金组织和力学性能的影响. 中国有色金属学报, 2010, 20(6): 1095-1101. DOI: CNKI: SUN: ZYXZ. 0. 2010-06-012.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
ACTASRC_109,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,,10.1016/j.actamat.2024.119873,No_DOI_in_reference_manual_check,"高妍, 陈文琳, 郭震, 等. 微量稀土对7085铝合金强度和腐蚀性能的影响. 材料热处理学报, 2015, 36(11): 112-118. DOI: CNKI: SUN: JSCL. 0. 2015-11-020.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
ACTASRC_111,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,,10.1016/j.actamat.2024.119873,No_DOI_in_reference_manual_check,"冯迪, 张新明, 刘胜胆. 非等温回归再时效对7055铝合金中厚板的厚向组织及性能均匀性的影响. 中国有色金属学报, 2015(11): 3000-3010. DOI: CNKI: SUN: ZYXZ. 0. 2015-11-006.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
ACTASRC_112,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,,10.1016/j.actamat.2024.119873,No_DOI_in_reference_manual_check,"冯迪, 张新明, 邓运来, 等. 预时效温度及回归加热速率对7055铝合金组织及性能的影响. 中国有色金属学报, 2014, 24(5): 10. DOI: CNKI: SUN: ZYXZ. 0. 2014-05-005.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
ACTASRC_125,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:2; UTS:2,10.3969/j.issn.1007-7235.2001.06.013,10.3969/j.issn.1007-7235.2001.06.013,Consistent_in_reference,"程勇胜, 郑子樵, 李秋菊. 时效制度对7475铝合金组织与性能的影响. 轻合金加工技术, 2001, 29(6): 40-44. DOI: 10. 3969/j. issn. 1007-7235. 2001. 06. 013.",Review_required,,Resolve DOI 10.3969/j.issn.1007-7235.2001.06.013 and consult the article/supplement
ACTASRC_126,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,,10.1016/j.actamat.2024.119873,No_DOI_in_reference_manual_check,"陈志谦, 李庆, 李春梅. 7012超高强、超高韧铝合金研究. 材料导报. 2004, 3 : 240-243. DOI: ConferenceArticle/5aa4c91cc095d72220cf4dcc.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
ACTASRC_127,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,10.11817/j.issn.1672-7207.2016.10.007,10.11817/j.issn.1672-7207.2016.10.007,Consistent_in_reference,"陈宇强. T6I4和T6I6时效处理对7050铝合金疲劳性能的影响. 中南大学学报: 自然科学版, 2016, 47(10): 9. DOI: 10. 11817/j. issn. 1672-7207. 2016. 10. 007.",Review_required,,Resolve DOI 10.11817/j.issn.1672-7207.2016.10.007 and consult the article/supplement
ACTASRC_128,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,10.3969/j.issn.1005-5053.2009.6.006,10.3969/j.issn.1005-5053.2009.6.006,Consistent_in_reference,"陈小明, 宋仁国, 张宇, 等. 超长时效对7075合金性能的影响. 航空材料学报, 2009, 29(6): 28-32. DOI: 10. 3969/j. issn. 1005-5053. 2009. 6. 006.",Review_required,,Resolve DOI 10.3969/j.issn.1005-5053.2009.6.006 and consult the article/supplement
ACTASRC_129,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,,10.1016/j.actamat.2024.119873,No_DOI_in_reference_manual_check,"陈小明, 宋仁国, 李红霞, 等. 7075铝合金""双峰""时效研究. 材料热处理学报, 2010, 31(2): 80-84.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
ACTASRC_131,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,10.3969/j.issn.1005-4898.2014.03.03,10.3969/j.issn.1005-4898.2014.03.03,Consistent_in_reference,"陈琳. 形变热处理对7075铝合金组织和性能的影响. 铝加工, 2014(3): 14-18. DOI: 10. 3969/j. issn. 1005-4898. 2014. 03. 03.",Review_required,,Resolve DOI 10.3969/j.issn.1005-4898.2014.03.03 and consult the article/supplement
ACTASRC_132,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,10.3321/j.issn:1004-0609.2000.06.011,10.3321/j.issn:1004-0609.2000.06.011,Consistent_in_reference,"陈康华, 刘允中, 刘红卫. 7075和2024铝合金的固溶组织与力学性能. 中国有色金属学报, 2000, 10(6): 819. DOI: 10. 3321/j. issn: 1004-0609. 2000. 06. 011.",Review_required,,Resolve DOI 10.3321/j.issn:1004-0609.2000.06.011 and consult the article/supplement
ACTASRC_133,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:2; UTS:2,10.3969/j.issn.1672-7207.2000.06.015,10.3969/j.issn.1672-7207.2000.06.015,Consistent_in_reference,"陈康华, 刘红卫, 刘允中. 强化固溶对7055铝合金力学性能和断裂行为的影响. 中南工业大学学报（自然科学版）, 2000, 31(6): 528-531. DOI: 10. 3969/j. issn. 1672-7207. 2000. 06. 015.",Review_required,,Resolve DOI 10.3969/j.issn.1672-7207.2000.06.015 and consult the article/supplement
ACTASRC_136,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,10.1016/S1359-6462(03)00279-3,10.1016/S1359-6462(03)00279-3,Consistent_in_reference,"陈康华, 黄兰萍. Effect of high-temperature pre-precipitation on microstructure and properties of 7055 aluminum alloy. 中国有色金属学会会刊（英文版）, 2003, 13(4): 750-754. DOI: 10. 1016/S1359-6462(03)00279-3",Review_required,,Resolve DOI 10.1016/S1359-6462(03)00279-3 and consult the article/supplement
ACTASRC_137,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,10.3870/tzzz.2009.07.028,10.3870/tzzz.2009.07.028,Consistent_in_reference,"曾周亮, 彭北山, 曾苏民, 等. 多级固溶处理对7055铝合金组织和性能的影响. 特种铸造及有色合金, 2009, 29(7): 672-674. DOI: 10. 3870/tzzz. 2009. 07. 028.",Review_required,,Resolve DOI 10.3870/tzzz.2009.07.028 and consult the article/supplement
ACTASRC_139,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,10.3969/j.issn.1673-4971.2014.04.009,10.3969/j.issn.1673-4971.2014.04.009,Consistent_in_reference,"曹振华, 孙巍, 荣伟, 等. 7075铝合金挤压型材时效工艺研究. 热处理技术与装备, 2014(4): 31-33. DOI: 10. 3969/j. issn. 1673-4971. 2014. 04. 009.",Review_required,,Resolve DOI 10.3969/j.issn.1673-4971.2014.04.009 and consult the article/supplement
ACTASRC_149,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,10.11868/j.issn.1005-5053.2017.000072,10.11868/j.issn.1005-5053.2017.000072,Consistent_in_reference,"Wang S, Ma Z, Zhang X, et al. Microstructure and Properties of 7A99 Aluminum Alloy Forging after Two-step Aging Treatment. Hangkong Cailiao Xuebao/Journal of Aeronautical Materials, 2018, 38(1): 54-59. DOI: 10. 11868/j. issn. 1005-5053. 2017. 000072.",Review_required,,Resolve DOI 10.11868/j.issn.1005-5053.2017.000072 and consult the article/supplement
ACTASRC_150,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:2; UTS:2,10.1016/j.jmrt.2019.07.022,10.1016/j.jmrt.2019.07.022,Consistent_in_reference,"Tian S, Li J, Zhang J, et al. Effect of Zr and Sc on microstructure and properties of 7136 aluminum alloy. Journal of Materials Research and Technology, 2019, 8(5): 4130-4140. DOI: 10. 1016/j. jmrt. 2019. 07. 022.",Review_required,,Resolve DOI 10.1016/j.jmrt.2019.07.022 and consult the article/supplement
ACTASRC_151,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,10.1023/A:1018676501368,10.1016/j.actamat.2024.119873,Corrected_against_reference,"Srivatsan, T. S., Sriram, S., Veeraraghavan, D.  et al.  Microstructure, tensile deformation and fracture behaviour of aluminium alloy 7055.  Journal of Materials Science 32, 2883–2894 (1997). https: //doi. org/10. 1023/A: 1018676501368",Review_required,,Resolve DOI 10.1023/A:1018676501368 and consult the article/supplement
ACTASRC_154,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,10.1016/j.matdes.2017.06.054,10.1016/j.matdes.2017.06.054,Consistent_in_reference,"Shengdan, Liu, Qun, et al. Effect of quench-induced precipitation on microstructure and mechanical properties of 7085 aluminum alloy. Materials & Design, 2017, 132: 199-128. DOI: 10. 1016/j. matdes. 2017. 06. 054.",Review_required,,Resolve DOI 10.1016/j.matdes.2017.06.054 and consult the article/supplement
ACTASRC_156,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,10.1016/j.vacuum.2019.01.013,10.1016/j.vacuum.2019.01.013,Consistent_in_reference,"Ren J, Wang R, Feng Y, et al. Microstructure evolution and mechanical properties of an ultrahigh strength Al-Zn-Mg-Cu-Zr-Sc (7055) alloy processed by modified powder hot extrusion with post aging. Vacuum, 2019, 161: 434-442. DOI: 10. 1016/j. vacuum. 2019. 01. 013.",Review_required,,Resolve DOI 10.1016/j.vacuum.2019.01.013 and consult the article/supplement
ACTASRC_161,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:2; UTS:2,10.1007/BF02817276,10.1016/j.actamat.2024.119873,Corrected_against_reference,"Minakawa, K., Levan, G. & McEvily, A. J. The influence of load ratio on fatigue crack growth in 7090-t6 and in9021-t4 p/m aluminum alloys. Metall Trans A 17, 1787–1795 (1986). https: //doi. org/10. 1007/BF02817276",Review_required,,Resolve DOI 10.1007/BF02817276 and consult the article/supplement
ACTASRC_170,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,10.1016/j.jallcom.2017.11.070,10.1016/j.jallcom.2017.11.070,Consistent_in_reference,"L. L, Liu, Q. L, et al. The effects of aging treatments on mechanical property and corrosion behavior of spray formed 7055 aluminium alloy. Journal of Alloys and Compounds, 2018, 735: 261-276. DOI: 10. 1016/j. jallcom. 2017. 11. 070.",Review_required,,Resolve DOI 10.1016/j.jallcom.2017.11.070 and consult the article/supplement
ACTASRC_173,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:4; UTS:4,10.1007/s11661-002-0214-2,10.1016/j.actamat.2024.119873,Corrected_against_reference,"Kamp, N., Sinclair, I. & Starink, M. J. Toughness-strength relations in the overaged 7449 al-based alloy.  Metall Mater Trans A 33, 1125–1136 (2002). https: //doi. org/10. 1007/s11661-002-0214-2",Review_required,,Resolve DOI 10.1007/s11661-002-0214-2 and consult the article/supplement
ACTASRC_174,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:2; UTS:2,10.1034/j.1600-0692.2001.300306.x,10.1034/j.1600-0692.2001.300306.x,Consistent_in_reference,"Ji-Gang, Yang, Bin-Lung, et al. Influence of microstructure on the mechanical properties and stress corrosion susceptibility of 7050 Al-alloy. Scandinavian Journal of Metallurgy, 2001, 30(3): 158-167. DOI: 10. 1034/j. 1600-0692. 2001. 300306. x.",Review_required,,Resolve DOI 10.1034/j.1600-0692.2001.300306.x and consult the article/supplement
ACTASRC_175,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:2; UTS:2,10.1016/S1003-6326(14)63331-8,10.1016/S1003-6326(14)63331-8,Consistent_in_reference,"Hiroki TANAKA, Tadashi MINODA. 温轧细化亚晶7475铝合金板材的力学性能. 中国有色金属学报: 英文版, 2014, 024(007): 2187-2195. DOI: 10. 1016/S1003-6326(14)63331-8.",Review_required,,Resolve DOI 10.1016/S1003-6326(14)63331-8 and consult the article/supplement
ACTASRC_180,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,10.4028/www.scientific.net/MSF.683.81,10.4028/www.scientific.net/MSF.683.81,Consistent_in_reference,"Das P, Jayaganthan R, Chowdhury T, et al. Improvement of Fracture Toughness (K1c) of 7075 Al Alloy by Cryorolling Process. Materials Science Forum, 2011, 683(2011): 81-94. DOI: 10. 4028/www. scientific. net/MSF. 683. 81.",Review_required,,Resolve DOI 10.4028/www.scientific.net/MSF.683.81 and consult the article/supplement
