Source_Group,Datasets,Source_Types,Evidence_Levels,Cohort_Row_Counts,DOI_for_access,DOI_as_recorded,DOI_status,Source_Reference,Redistribution_Status,Licence_or_Terms_URL,Access_Route
ACTASRC_183,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,10.1016/S1003-6326(11)61138-2,10.1016/S1003-6326(11)61138-2,Consistent_in_reference,"Chen S Y, Chen K H, Peng G S, et al. Effect of quenching rate on microstructure and stress corrosion cracking of 7085 aluminum alloy. Transactions of Nonferrous Metals Society of China, 2012, 22(1): 47-52. DOI: 10. 1016/S1003-6326(11)61138-2.",Review_required,,Resolve DOI 10.1016/S1003-6326(11)61138-2 and consult the article/supplement
ACTASRC_184,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,10.1016/0921-5093(91)90697-L,10.1016/0921-5093(91)90697-L,Consistent_in_reference,"Alarcon O E, Nazar A M M, Monteiro W A. The effect of microstructure on the mechanical behavior and fracture mechanism in a 7050-T76 aluminum alloy. Materials Science & Engineering A, 1991, 138(2): 275-285. DOI: 10. 1016/0921-5093(91)90697-L.",Review_required,,Resolve DOI 10.1016/0921-5093(91)90697-L and consult the article/supplement
ACTASRC_188,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:1; UTS:1,10.1016/S1359-6454(96)00147-4,10.1016/S1359-6454(96)00147-4,Consistent_in_reference,"Ruiz J, Elices M. Effect of water vapour pressure and frequency on fatigue behaviour in 7017-T651 aluminium alloy plate. Acta Materialia, 1997, 45(1): 281-293. DOI: 10. 1016/S1359-6454(96)00147-4.",Review_required,,Resolve DOI 10.1016/S1359-6454(96)00147-4 and consult the article/supplement
ACTASRC_189,Acta_UTS461,Literature_Supplement,High_explicit_grade,MTL:2; UTS:2,10.1016/0025-5416(85)90426-4,10.1016/0025-5416(85)90426-4,Consistent_in_reference,"Lai M O, Ferguson W G. Fracture toughness of aluminium alloy 7075-T6 in the as-cast condition. Materials Science and Engineering, 1985, 74( 2): 133-138. DOI: 10. 1016/0025-5416(85)90426-4.",Review_required,,Resolve DOI 10.1016/0025-5416(85)90426-4 and consult the article/supplement
AGEDSRC_001,Aged可追溯194,Secondary_Literature,Medium_traceable_reference,EL:5; MTL:5; Matched:5; UTS:5; YS:5,,,Missing_DOI_manual_check,"Bo, L.I., Pan, Q.L., Chen, C.P. and Yin, Z.M., 2016. Effect of aging time on precipitation behavior, mechanical and corrosion properties of a novel Al-Zn-Mg-Sc-Zr alloy. Transactions of Nonferrous Metals Society of China, 26(9), pp.2263-2275.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
AGEDSRC_002,Aged可追溯194,Secondary_Literature,Medium_traceable_reference,EL:3; MTL:3; Matched:2; UTS:3; YS:2,,,Missing_DOI_manual_check,"Brandes, E. and Brook, G., 1998. Smithells Light Metals Handbook. Oxford [England]: Butterworth-Heinemann.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
AGEDSRC_003,Aged可追溯194,Secondary_Literature,Medium_traceable_reference,EL:1; MTL:1; Matched:1; UTS:1; YS:1,,,Missing_DOI_manual_check,"Chen, K.H., Fang, H.C., Zhang, Z., Chen, X. and Liu, G., 2008. Effect of Yb, Cr and Zr additions on recrystallization and corrosion resistance of Al–Zn–Mg–Cu alloys. Materials Science and Engineering: A, 497(1-2), pp.426-431.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
AGEDSRC_004,Aged可追溯194,Secondary_Literature,Medium_traceable_reference,EL:1; MTL:1; Matched:1; UTS:1; YS:1,,,Missing_DOI_manual_check,"Das, P., Jayaganthan, R. and Singh, I.V., 2011. Tensile and impact-toughness behaviour of cryorolled Al 7075 alloy. Materials & Design, 32(3), pp.1298-1305.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
AGEDSRC_005,Aged可追溯194,Secondary_Literature,Medium_traceable_reference,EL:6; MTL:8; Matched:6; UTS:8; YS:8,,,Missing_DOI_manual_check,"Davis, J., 1993. Aluminum And Aluminum Alloys. Materials Park, OH: ASM International.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
AGEDSRC_006,Aged可追溯194,Secondary_Literature,Medium_traceable_reference,EL:15; MTL:16; Matched:13; UTS:16; YS:14,,,Missing_DOI_manual_check,"Deng, Y., Yin, Z., Duan, J., Zhao, K., Tang, B. and He, Z., 2012. Evolution of microstructure and properties in a new type 2 mm Al–Zn–Mg–Sc–Zr alloy sheet. Journal of alloys and compounds, 517, pp.118-126.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
AGEDSRC_007,Aged可追溯194,Secondary_Literature,Medium_traceable_reference,EL:1; MTL:1; Matched:1; UTS:1; YS:1,,,Missing_DOI_manual_check,"Deng, Y., Yin, Z., Zhao, K., Duan, J. and He, Z., 2012. Effects of Sc and Zr microalloying additions on the microstructure and mechanical properties of new Al–Zn–Mg alloys. Journal of alloys and compounds, 530, pp.71-80.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
AGEDSRC_008,Aged可追溯194,Secondary_Literature,Medium_traceable_reference,EL:4; MTL:5; Matched:3; UTS:4; YS:5,,,Missing_DOI_manual_check,"Deng, Y., Yin, Z., Zhao, K., Duan, J., Hu, J. and He, Z., 2012. Effects of Sc and Zr microalloying additions and aging time at 120° C on the corrosion behaviour of an Al–Zn–Mg alloy. Corrosion Science, 65, pp.288-298.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
AGEDSRC_009,Aged可追溯194,Secondary_Literature,Medium_traceable_reference,EL:2; MTL:2; Matched:2; UTS:2; YS:2,,,Missing_DOI_manual_check,"Desmukh, M.N., Pandey, R.K. and Mukhopadhyay, A.K., 2005. Fatigue behavior of 7010 aluminum alloy containing scandium. Scripta materialia, 52(7), pp.645-650.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
AGEDSRC_010,Aged可追溯194,Secondary_Literature,Medium_traceable_reference,EL:1; MTL:1; Matched:1; UTS:1; YS:1,,,Missing_DOI_manual_check,"Dong, J., Cui, J.Z., Le, Q.C. and Lu, G.M., 2003. Liquidus semi-continuous casting, reheating and thixoforming of a wrought aluminum alloy 7075. Materials Science and Engineering: A, 345(1-2), pp.234-242.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
AGEDSRC_011,Aged可追溯194,Secondary_Literature,Medium_traceable_reference,EL:4; MTL:4; Matched:4; UTS:4; YS:4,,,Missing_DOI_manual_check,"Effect of ageing temperature on microstructure, mechanical property and corrosion behavior of aluminum alloy 7085",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
AGEDSRC_012,Aged可追溯194,Secondary_Literature,Medium_traceable_reference,EL:24; MTL:34; Matched:21; UTS:32; YS:32,,,Missing_DOI_manual_check,Effect of one-step aging on microstructure and properties of a novel Al-Zn-Mg-Cu-Zr alloy,Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
AGEDSRC_013,Aged可追溯194,Secondary_Literature,Medium_traceable_reference,EL:6; MTL:6; Matched:6; UTS:6; YS:6,,,Missing_DOI_manual_check,Examining the effect of the aging state on strength and plasticity of wrought aluminum alloys,Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
AGEDSRC_014,Aged可追溯194,Secondary_Literature,Medium_traceable_reference,EL:28; MTL:32; Matched:25; UTS:31; YS:30,,,Missing_DOI_manual_check,Investigation of precipitation behavior and related hardening in AA 7055 aluminum alloy,Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
AGEDSRC_015,Aged可追溯194,Secondary_Literature,Medium_traceable_reference,EL:4; MTL:4; Matched:4; UTS:4; YS:4,,,Missing_DOI_manual_check,"Li, B., Pan, Q., Chen, C., Wu, H. and Yin, Z., 2016. Effects of solution treatment on microstructural and mechanical properties of Al–Zn–Mg alloy by microalloying with Sc and Zr. Journal of Alloys and Compounds, 664, pp.553-564.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
AGEDSRC_016,Aged可追溯194,Secondary_Literature,Medium_traceable_reference,EL:9; MTL:9; Matched:9; UTS:9; YS:9,,,Missing_DOI_manual_check,"Li, B., Pan, Q., Huang, X. and Yin, Z., 2014. Microstructures and properties of Al–Zn–Mg–Mn alloy with trace amounts of Sc and Zr. Materials Science and Engineering: A, 616, pp.219-228.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
AGEDSRC_017,Aged可追溯194,Secondary_Literature,Medium_traceable_reference,EL:13; MTL:13; Matched:12; UTS:12; YS:13,,,Missing_DOI_manual_check,"Li, G., Zhao, N., Liu, T., Li, J., He, C., Shi, C., Liu, E. and Sha, J., 2014. Effect of Sc/Zr ratio on the microstructure and mechanical properties of new type of Al–Zn–Mg–Sc–Zr alloys. Materials Science and Engineering: A, 617, pp.219-227.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
AGEDSRC_018,Aged可追溯194,Secondary_Literature,Medium_traceable_reference,EL:2; MTL:3; UTS:3,,,Missing_DOI_manual_check,"Liao, Y. G., Han, X. Q., Zeng, M. X., & Jin, M. (2015). Influence of Cu on microstructure and tensile properties of 7XXX series aluminum alloy. Materials & Design, 66, 581-586.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
AGEDSRC_019,Aged可追溯194,Secondary_Literature,Medium_traceable_reference,EL:6; MTL:7; Matched:6; UTS:7; YS:7,,,Missing_DOI_manual_check,"Liu, J., Yao, P., Zhao, N., Shi, C., Li, H., Li, X., Xi, D. and Yang, S., 2016. Effect of minor Sc and Zr on recrystallization behavior and mechanical properties of novel Al–Zn–Mg–Cu alloys. Journal of Alloys and Compounds, 657, pp.717-725.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
AGEDSRC_020,Aged可追溯194,Secondary_Literature,Medium_traceable_reference,EL:4; MTL:4; Matched:3; UTS:3; YS:4,,,Missing_DOI_manual_check,"Microstructural, mechanical and electrochemical behaviour of a 7017 Al–Zn–Mg alloy of different tempers",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
AGEDSRC_021,Aged可追溯194,Secondary_Literature,Medium_traceable_reference,EL:2; MTL:2; Matched:1; UTS:2; YS:1,,,Missing_DOI_manual_check,"Panigrahi, S.K. and Jayaganthan, R., 2011. Effect of ageing on microstructure and mechanical properties of bulk, cryorolled, and room temperature rolled Al 7075 alloy. Journal of Alloys and Compounds, 509(40), pp.9609-9616.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
AGEDSRC_022,Aged可追溯194,Secondary_Literature,Medium_traceable_reference,EL:1; MTL:1; Matched:1; UTS:1; YS:1,,,Missing_DOI_manual_check,"Peng, X., Li, Y., Xu, G., Huang, J. and Yin, Z., 2018. Effect of precipitate state on mechanical properties, corrosion behavior, and microstructures of Al–Zn–Mg–Cu alloy. Metals and Materials International, 24(5), pp.1046-1057.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
AGEDSRC_023,Aged可追溯194,Secondary_Literature,Medium_traceable_reference,EL:1; MTL:1; Matched:1; UTS:1; YS:1,,,Missing_DOI_manual_check,"Rikhtegar, F. and Ketabchi, M., 2010. Investigation of mechanical properties of 7075 Al alloy formed by forward thixoextrusion process. Materials & Design, 31(8), pp.3943-3948.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
AGEDSRC_024,Aged可追溯194,Secondary_Literature,Medium_traceable_reference,EL:1; MTL:1; Matched:1; UTS:1; YS:1,,,Missing_DOI_manual_check,"Shaeri, M.H., Salehi, M.T., Seyyedein, S.H., Abutalebi, M.R. and Park, J.K., 2014. Microstructure and mechanical properties of Al-7075 alloy processed by equal channel angular pressing combined with aging treatment. Materials & Design, 57, pp.250-257.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
AGEDSRC_025,Aged可追溯194,Secondary_Literature,Medium_traceable_reference,EL:5; MTL:6; Matched:5; UTS:6; YS:6,,,Missing_DOI_manual_check,"Teng, G.B., Liu, C.Y., Ma, Z.Y., Zhou, W.B., Wei, L.L., Chen, Y., Li, J. and Mo, Y.F., 2018. Effects of minor Sc addition on the microstructure and mechanical properties of 7055 Al alloy during aging. Materials Science and Engineering: A, 713, pp.61-66.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
AGEDSRC_026,Aged可追溯194,Secondary_Literature,Medium_traceable_reference,EL:16; MTL:16; Matched:16; UTS:16; YS:16,,,Missing_DOI_manual_check,"Thompson, D. S., Subramanya, B. S., & Levy, S. A. (1971). Quench rate effects in al-zn-mg-cu alloys. Metallurgical Transactions, 2(4), 1149-1160.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
AGEDSRC_027,Aged可追溯194,Secondary_Literature,Medium_traceable_reference,EL:1; MTL:1; Matched:1; UTS:1; YS:1,,,Missing_DOI_manual_check,"Wei, B.C., Chen, C.Q., Huang, Z. and Zhang, Y.G., 2000. Aging behavior of Li containing Al–Zn–Mg–Cu alloys. Materials Science and Engineering: A, 280(1), pp.161-167.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
AGEDSRC_028,Aged可追溯194,Secondary_Literature,Medium_traceable_reference,EL:2; MTL:2; Matched:2; UTS:2; YS:2,,,Missing_DOI_manual_check,"Wu, Y.L., Li, C., Froes, F.S. and Alvarez, A., 1999. Microalloying of Sc, Ni, and Ce in an advanced Al-Zn-Mg-Cu alloy. Metallurgical and materials Transactions A, 30(4), pp.1017-1024.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
AGEDSRC_029,Aged可追溯194,Secondary_Literature,Medium_traceable_reference,EL:4; MTL:4; Matched:4; UTS:4; YS:4,,,Missing_DOI_manual_check,"You, C.P., Thompson, A.W. and Bernstein, I.M., 1995. Ductile fracture processes in 7075 aluminum. Metallurgical and Materials Transactions A, 26(2), pp.407-415.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
AGEDSRC_030,Aged可追溯194,Secondary_Literature,Medium_traceable_reference,EL:1; MTL:1; Matched:1; UTS:1; YS:1,,,Missing_DOI_manual_check,"Zhao, Y.H., Liao, X.Z., Jin, Z., Valiev, R.Z. and Zhu, Y.T., 2004. Microstructures and mechanical properties of ultrafine grained 7075 Al alloy processed by ECAP and their evolutions during annealing. Acta Materialia, 52(15), pp.4589-4599.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
HZ2024_THESIS,四篇论文12,Primary_Thesis_Experiment,High,EL:8; MTL:11; Matched:7; UTS:10; YS:10,,,Missing_DOI_manual_check,"何宗政. Zn/Mg比对7xxx系铝合金组织与性能的影响. 中南大学硕士学位论文, 2024.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
SUPPSRC_001,补充文献260,Literature_Supplement,Curated_traceable,EL:2; MTL:2; UTS:2,,10.1016/j.commatsci.2025.114121,No_DOI_in_reference_manual_check,"Wen K, Xiong B Q, Zhang Y A, et al. Aging precipitation characteristics and tensile properties of Al–Zn–Mg–Cu alloys with different additional Zn contents[J]. Rare Metals, 2021, 40: 2160-2166.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
SUPPSRC_002,补充文献260,Literature_Supplement,Curated_traceable,EL:1; MTL:1; UTS:1,,10.1016/j.commatsci.2025.114121,No_DOI_in_reference_manual_check,"Yoganjaneyulu G, Babu K A, Siva G V, et al. Microstructure and mechanical properties of Al–6 Zn–3 Mg–2 Cu–0.5 Sc alloy[J]. Materials Letters, 2019, 253: 18-21.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
SUPPSRC_003,补充文献260,Literature_Supplement,Curated_traceable,EL:5; MTL:5; UTS:5,,10.1016/j.commatsci.2025.114121,No_DOI_in_reference_manual_check,"Dong P, Chen S, Chen K. Effects of Cu content on microstructure and properties of super-high-strength Al-9.3 Zn-2.4 Mg-xCu-Zr alloy[J]. Journal of Alloys and Compounds, 2019, 788: 329-337.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
SUPPSRC_004,补充文献260,Literature_Supplement,Curated_traceable,EL:2; MTL:2; UTS:2,,10.1016/j.commatsci.2025.114121,No_DOI_in_reference_manual_check,"Peng G, Chen K, Fang H, et al. Effect of Cr and Yb additions on microstructure and properties of low copper Al–Zn–Mg–Cu–Zr alloy[J]. Materials & Design (1980-2015), 2012, 36: 279-283.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
SUPPSRC_005,补充文献260,Literature_Supplement,Curated_traceable,EL:3; MTL:3; UTS:3,,10.1016/j.commatsci.2025.114121,No_DOI_in_reference_manual_check,"Yang L, Chen C, Yu F, et al. Coordinated deformation and high formability mechanisms of 7A36 aluminum alloy by Sc micro-alloying and low-frequency electromagnetic casting[J]. Journal of Materials Research and Technology, 2023, 24: 5186-5201.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
SUPPSRC_006,补充文献260,Literature_Supplement,Curated_traceable,EL:1; MTL:1; UTS:1,,10.1016/j.commatsci.2025.114121,No_DOI_in_reference_manual_check,"Wei T, Chen R, Xu X, et al. Effect of Interrupted Aging–Retrogression Re-Aging Treatment on the Microstructure and Properties of Al-Zn-Mg-Cu Alloy[J]. Journal of Materials Engineering and Performance, 2023, 32(15): 6630-6641.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
SUPPSRC_007,补充文献260,Literature_Supplement,Curated_traceable,EL:2; MTL:2; UTS:2,,10.1016/j.commatsci.2025.114121,No_DOI_in_reference_manual_check,"段志英, 张芊芊, 方舟, 等. 添加 Yb 对 Al-Zn-Mg-Cu-Zr-Cr 合金组织性能的影响[J]. 粉末冶金材料科学与工程, 2023, 28(5): 413-426.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
SUPPSRC_008,补充文献260,Literature_Supplement,Curated_traceable,EL:2; MTL:2; UTS:2,,10.1016/j.commatsci.2025.114121,No_DOI_in_reference_manual_check,"Fang H C, Chao H, Chen K H. Effect of Zr, Er and Cr additions on microstructures and properties of Al–Zn–Mg–Cu alloys[J]. Materials Science and Engineering: A, 2014, 610: 10-16.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
SUPPSRC_009,补充文献260,Literature_Supplement,Curated_traceable,EL:5; MTL:5; UTS:5,,10.1016/j.commatsci.2025.114121,No_DOI_in_reference_manual_check,"Wang Z, Pu Q, Li Y, et al. Microstructures and mechanical properties of Al–Zn–Mg–Cu alloy with the combined addition of Ti and Zr[J]. Journal of Materials Research and Technology, 2023, 22: 747-761.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
SUPPSRC_010,补充文献260,Literature_Supplement,Curated_traceable,EL:4; MTL:4; UTS:4,,10.1016/j.commatsci.2025.114121,No_DOI_in_reference_manual_check,"Li J, Zhang Y, Li M, et al. Effect of combined addition of Zr, Ti and Y on microstructure and tensile properties of an Al-Zn-Mg-Cu alloy[J]. Materials & Design, 2022, 223: 111129.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
SUPPSRC_012,补充文献260,Literature_Supplement,Curated_traceable,EL:1; MTL:1; UTS:1,,10.1016/j.commatsci.2025.114121,No_DOI_in_reference_manual_check,"Wang Y, Wu X, Lu Y U E, et al. Aging precipitation behavior and properties of Al–Zn–Mg–Cu–Zr–Er alloy at different quenching rates[J]. Transactions of Nonferrous Metals Society of China, 2022, 32(4): 1070-1082.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
SUPPSRC_013,补充文献260,Literature_Supplement,Curated_traceable,EL:3; MTL:3; UTS:3,,10.1016/j.commatsci.2025.114121,No_DOI_in_reference_manual_check,"Chun F, Shou W, Liu H, et al. Microstructure and mechanical properties of high strength Al–Zn–Mg–Cu alloys used for oil drill pipes[J]. Transactions of Nonferrous Metals Society of China, 2015, 25(11): 3515-3522.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
SUPPSRC_014,补充文献260,Literature_Supplement,Curated_traceable,EL:2; MTL:2; UTS:2,,10.1016/j.commatsci.2025.114121,No_DOI_in_reference_manual_check,"Wang G, Zhao Z, Zhang Y, et al. Effects of solution treatment on microstructure and mechanical properties of Al-9.0 Zn-2.8 Mg-2.5 Cu-0.12 Zr-0.03 Sc alloy[J]. Transactions of Nonferrous Metals Society of China, 2013, 23(9): 2537-2542.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
SUPPSRC_015,补充文献260,Literature_Supplement,Curated_traceable,EL:2; MTL:2; UTS:2,,10.1016/j.commatsci.2025.114121,No_DOI_in_reference_manual_check,"Leng J, Ren B, Zhou Q, et al. Effect of Sc and Zr on recrystallization behavior of 7075 aluminum alloy[J]. Transactions of Nonferrous Metals Society of China, 2021, 31(9): 2545-2557.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
SUPPSRC_016,补充文献260,Literature_Supplement,Curated_traceable,EL:2; MTL:2; UTS:2,,10.1016/j.commatsci.2025.114121,No_DOI_in_reference_manual_check,"何敏, 李豹, 高志华, 等. Sc 对 Al-Zn-Mg-Cu-Zr 合金挤压铸造组织性能的影响[J]. 特种铸造及有色合金, 2016, 36(6): 597-600.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
SUPPSRC_017,补充文献260,Literature_Supplement,Curated_traceable,EL:2; MTL:2; UTS:2,,10.1016/j.commatsci.2025.114121,No_DOI_in_reference_manual_check,"Bao G, Xu X, Hua Y, et al. Microstructure and Mechanical Properties of Al-11.3 Zn-3.2 Mg-1.3 Cu-0.2 Zr-0.1 Sr-x Ti Extruded Aluminum Alloy with Different Aging Process[J]. Journal of Wuhan University of Technology-Mater. Sci. Ed., 2023, 38(5): 1161-1168.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
SUPPSRC_018,补充文献260,Literature_Supplement,Curated_traceable,EL:2; MTL:2; UTS:2,,10.1016/j.commatsci.2025.114121,No_DOI_in_reference_manual_check,"林玉金, 夏鹏, 周楠, 等. Zr 与时效处理工艺对Al-Zn-Mg-Cu合金组织与性能的影响[J].铝加工,2022,(06):45-50.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
SUPPSRC_019,补充文献260,Literature_Supplement,Curated_traceable,EL:2; MTL:2; UTS:2,,10.1016/j.commatsci.2025.114121,No_DOI_in_reference_manual_check,"Wang M, Huang L, Chen K, et al. Influence of minor combined addition of Cr and Pr on microstructure, mechanical properties and corrosion behaviors of an ultrahigh strength Al-Zn-Mg-Cu-Zr alloy[J]. Micron, 2018, 104: 80-88.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
SUPPSRC_021,补充文献260,Literature_Supplement,Curated_traceable,EL:1; MTL:1; UTS:1,,10.1016/j.commatsci.2025.114121,No_DOI_in_reference_manual_check,"Wen K, Fan Y, Wang G, et al. Aging behavior and precipitate characterization of a high Zn-containing Al-Zn-Mg-Cu alloy with various tempers[J]. Materials & Design, 2016, 101: 16-23.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
SUPPSRC_022,补充文献260,Literature_Supplement,Curated_traceable,EL:3; MTL:3; UTS:3,,10.1016/j.commatsci.2025.114121,No_DOI_in_reference_manual_check,"Chen Z, Mo Y, Nie Z. Effect of Zn content on the microstructure and properties of super-high strength Al-Zn-Mg-Cu alloys[J]. Metallurgical and Materials Transactions A, 2013, 44: 3910-3920.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
SUPPSRC_023,补充文献260,Literature_Supplement,Curated_traceable,EL:4; MTL:4; UTS:4,,10.1016/j.commatsci.2025.114121,No_DOI_in_reference_manual_check,"戴晓元, 夏长清, 李杨勇, 等. 含钪 Al-Zn-Mg-Cu-Zr 合金组织性能的研究[J]. 中国稀土学报, 2006, 24(5): 599-604.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
SUPPSRC_024,补充文献260,Literature_Supplement,Curated_traceable,EL:2; MTL:2; UTS:2,,10.1016/j.commatsci.2025.114121,No_DOI_in_reference_manual_check,"肖代红. Al-8.2 Zn-2.1 Mg-1.5 Cu (-0.1 Pr) 合金的显微组织与力学性能[J]. 特种铸造及有色合金, 2009, 29(2): 99-101.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
SUPPSRC_025,补充文献260,Literature_Supplement,Curated_traceable,EL:1; MTL:1; UTS:1,,10.1016/j.commatsci.2025.114121,No_DOI_in_reference_manual_check,"薛杰, 王有为, 张志豪, 等. 挤压温度对 Al-Zn-Mg-Cu 合金动态再结晶, 时效组织和力学性能的影响[J]. 中国有色金属学报, 2017, 27(11): 2204-2211.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
SUPPSRC_026,补充文献260,Literature_Supplement,Curated_traceable,EL:2; MTL:2; UTS:2,,10.1016/j.commatsci.2025.114121,No_DOI_in_reference_manual_check,"吴伟, 王玉, 车欣, 等. Ce 对 Al-Zn-Mg-Cu-Sc 合金组织和力学性能的影响[J]. 沈阳工业大学学报, 2018, 40(1): 25-29.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
SUPPSRC_027,补充文献260,Literature_Supplement,Curated_traceable,EL:4; MTL:4; UTS:4,,10.1016/j.commatsci.2025.114121,No_DOI_in_reference_manual_check,"方华婵, 朱佳敏, 陈卓, 等. 复合添加 Yb, Zr, Ti 对超高强 Al-Zn-Mg-Cu 合金组织和力学性能的影响[J]. 粉末冶金材料科学与工程, 2019, 24(2): 176-187.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
SUPPSRC_028,补充文献260,Literature_Supplement,Curated_traceable,EL:1; MTL:1; UTS:1,,10.1016/j.commatsci.2025.114121,No_DOI_in_reference_manual_check,"杨守杰, 邢清源, 于海军, 等. 一种新型高锌 Al-Zn-Mg-Cu 合金的热处理工艺[J]. 材料工程, 2016, 44(12): 41-47.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
SUPPSRC_029,补充文献260,Literature_Supplement,Curated_traceable,EL:1; MTL:1; UTS:1,,10.1016/j.commatsci.2025.114121,No_DOI_in_reference_manual_check,"聂祯一, 艾云龙, 何文, 等. 热处理对 Al-Zn-Mg-Cu 合金组织和性能的影响[J].南昌航空大学学报(自然科学版),2016,30(04):32-37.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
SUPPSRC_030,补充文献260,Literature_Supplement,Curated_traceable,EL:2; MTL:2; UTS:2,,10.1016/j.commatsci.2025.114121,No_DOI_in_reference_manual_check,"孔晓华, 陈康华, 董朋轩, 等. 固溶处理对 Al-8.54 Zn-2.41 Mg-xCu 铝合金组织与性能的影响[J]. 粉末冶金材料科学与工程, 2014, 19(3): 373-379.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
SUPPSRC_031,补充文献260,Literature_Supplement,Curated_traceable,EL:1; MTL:1; UTS:1,,10.1016/j.commatsci.2025.114121,No_DOI_in_reference_manual_check,"Xiao Q, Huang J, Jiang Y, et al. Effects of minor Sc and Zr additions on mechanical properties and microstructure evolution of Al− Zn− Mg− Cu alloys[J]. Transactions of Nonferrous Metals Society of China, 2020, 30(6): 1429-1438.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
SUPPSRC_032,补充文献260,Literature_Supplement,Curated_traceable,EL:1; MTL:1; UTS:1,,10.1016/j.commatsci.2025.114121,No_DOI_in_reference_manual_check,"Fu Y, Li X, Wen K, et al. Effect of heat treatment on microstructures and properties of a novel Al-Zn-Mg-Cu alloy for oil drilling[J]. Progress in Natural Science: Materials International, 2019, 29(2): 217-223.",Review_required,,Locate the source from Source_Reference; DOI/access terms require manual verification
