Scheme,Rows,Sources,Datasets,R2,RMSE,MAE,Bias,Source_Macro_MAE,Dataset_Macro_MAE
Leave_One_Dataset_Out_Pooled,675,258,6,0.4857126511166353,72.06533996460809,54.540142412387155,0.03784619336091122,52.20206373260809,56.30562944937361
