Model,Task,Rows,Sources,R2,RMSE,MAE,Bias,Source_Macro_MAE,Source_Macro_RMSE
Full_Label_Data_Model_restricted_to_matched,YS,266,59,0.1625998359429247,101.8489025919722,71.48956691901186,17.467664401566434,72.60145425477282,81.72751400486645
Full_Label_Data_Model_restricted_to_matched,UTS,266,59,0.30727440251250115,78.33296732003232,53.83478335400789,22.519153880544795,55.145176171670144,62.361304857157656
Full_Label_Data_Model_restricted_to_matched,EL,266,59,-0.03262803419749205,5.171247288526506,3.528592257622259,-1.1112186946179263,2.7911119862992697,3.0884846578945644
Matched_Independent_RF_XGB_Mean,YS,266,59,0.16600648227683068,101.64152456811496,71.70569621499165,12.824299396984516,70.53703625539649,79.1766331903089
Matched_Independent_RF_XGB_Mean,UTS,266,59,0.29178667555223037,79.20379791885186,56.46792378337594,8.033952539786338,54.673966232571196,61.94139727451422
Matched_Independent_RF_XGB_Mean,EL,266,59,-0.11850660520420431,5.381986785639375,3.854134578244774,-0.46813668604028963,3.1347716762356126,3.411888104077642
