Task,Selected_Model,Rows,Sources,Features,R2,RMSE,MAE,Bias,Source_Macro_RMSE
UTS,ScopeClean_Refined5_RF_XGBoost_Retuned,675,258,Zn|Mg|Cu|Fe|Zr,0.5268211291102216,69.12516659499569,49.70170430226349,5.920366686159109,50.50373226227733
